idlocalizacao,cep,numero_imovel,complemento,referencia,cidade,categoria
69276,85331-417,615,Edifício,Ipsa rerum.,da Luz Alegre,reservado
23967,24705796,59,Bloco,Possimus inventore.,Dias,alugado
84687,25894-284,6730,Casa,Autem dolorem.,Duarte,disponível
13551,86609378,6751,Casa,Ipsa ex.,Cavalcanti,reservado
13259,38279-066,8616,Edifício,Totam dolorum.,Alves de da Conceição,disponível
53688,13392-892,4358,Casa,Ipsum.,Nunes de Ramos,alugado
69617,03587511,2356,Edifício,Ducimus doloremque.,Cavalcante do Galho,alugado
37926,14400707,2162,Apto,Veritatis.,Gomes,disponível
7737,89037943,4253,Bloco,Culpa.,Nunes de Teixeira,reservado
18955,96098-661,5253,Bloco,Fugiat.,Martins da Praia,reservado
67369,73467861,4249,Edifício,Nisi quidem.,Monteiro Alegre,disponível
28110,04657-267,6018,Edifício,Aspernatur.,Fonseca Alegre,reservado
54254,81933693,4670,Edifício,In dolorem.,da Cruz da Serra,disponível
84556,18782494,5848,Bloco,Suscipit.,Vasconcelos de Moraes,alugado
84456,91058937,6656,Casa,Accusamus dolore.,Leão Grande,reservado
36354,98073946,8976,Casa,Porro non.,Oliveira,reservado
70686,31143-908,8570,Bloco,Aperiam eveniet.,Mendes de Freitas,disponível
78940,18500-280,5028,Edifício,Voluptatibus animi.,da Mata de Aragão,disponível
53756,25340-754,4772,Casa,Dolores vitae.,Porto das Flores,disponível
38336,11969128,2369,Casa,Quibusdam.,Freitas do Sul,reservado
64975,33003640,9016,Casa,Natus omnis.,Sá do Norte,alugado
76066,11187916,3050,Edifício,Corporis.,da Costa de das Neves,disponível
47874,36197-701,5900,Bloco,Dignissimos.,Cassiano do Norte,alugado
72578,07386637,5575,Edifício,At quam.,Castro da Serra,alugado
99010,52108273,5391,Casa,Qui.,Santos de Porto,disponível
91530,00668-238,9097,Bloco,Dignissimos accusamus.,Souza,reservado
20563,13495-729,7720,Apto,Eaque enim.,Mendonça de da Conceição,disponível
2084,04601672,2815,Bloco,Iusto.,Costa,reservado
33494,70131-444,1204,Apto,Alias.,Mendes do Oeste,disponível
32504,61106574,215,Edifício,Natus reiciendis.,Duarte da Praia,disponível
47405,59222-234,3154,Apto,Amet adipisci.,Duarte,alugado
8358,11697-522,1184,Bloco,Distinctio.,Pacheco Grande,reservado
60180,14209-161,8217,Bloco,Libero magnam.,Pacheco,reservado
55786,60040-307,6146,Casa,Quod.,Cavalcanti,disponível
55923,79758-785,3375,Bloco,Numquam dolorum.,das Neves do Oeste,alugado
56320,85011740,4401,Casa,Necessitatibus nostrum.,Araújo,reservado
27569,37408-728,6085,Apto,Praesentium.,Cassiano,reservado
78315,82796194,4998,Edifício,Iusto.,Brito,reservado
13842,42447274,604,Apto,Libero.,Aragão do Sul,disponível
69897,73791-458,2677,Casa,Facilis et.,Rodrigues,disponível
12099,51619490,1966,Edifício,Minima.,Porto,alugado
47635,49151-588,3514,Edifício,Nulla illo.,Novais,reservado
96993,65315-638,6072,Edifício,Hic.,Nunes,alugado
15589,57891-532,4567,Apto,Enim dolorem.,Pires do Galho,reservado
87964,77507-654,4961,Casa,Cupiditate.,Gomes do Amparo,reservado
20876,71987-265,5800,Bloco,Itaque.,Novaes de Minas,disponível
35639,77494-679,2752,Bloco,Rem.,da Mata,disponível
48181,64517260,7601,Edifício,Illo.,Montenegro,disponível
56711,34621-086,1706,Edifício,Nulla.,Mendonça da Mata,alugado
37471,56661-724,5199,Apto,Laboriosam odit.,Sales,alugado
18806,68036-550,2412,Apto,Inventore in.,Vasconcelos das Pedras,disponível
838,88330-900,791,Edifício,Recusandae praesentium.,Souza do Amparo,disponível
51045,44173971,7267,Bloco,Facilis voluptas.,Vieira,alugado
74462,71275-586,6271,Casa,Veritatis doloribus.,Martins Verde,disponível
53456,40389-092,2317,Edifício,Totam.,Viana das Flores,disponível
55630,04153153,1240,Bloco,Neque nemo.,Rezende,alugado
35284,05798746,7084,Edifício,Error.,da Cruz do Oeste,alugado
15122,82315-282,1401,Edifício,Delectus tenetur.,Teixeira,alugado
14646,32690952,7472,Casa,Illo hic.,da Rosa,alugado
48389,97497-276,5565,Casa,Consequatur.,Aparecida,disponível
46556,50489-434,4741,Bloco,Impedit dolor.,Macedo do Oeste,alugado
48397,11963-896,7742,Bloco,Dignissimos.,Gomes,reservado
24511,46211-501,2594,Edifício,Temporibus fuga.,Rios,disponível
52802,58422457,2463,Apto,Ea.,Pereira,disponível
12600,22419-590,7565,Edifício,Facere ab.,Campos,alugado
39264,19856111,2096,Edifício,Tempora at.,Pires do Oeste,reservado
78114,28875813,3047,Bloco,Atque.,Azevedo de da Rocha,alugado
30747,64541-059,4038,Bloco,Culpa.,Moreira do Norte,alugado
65872,47228412,6430,Bloco,Laborum.,Santos de Viana,disponível
9359,75955-995,2395,Apto,Architecto.,Ramos,alugado
32836,59215-325,8697,Casa,Accusamus.,Pinto,alugado
15415,63132-910,8636,Bloco,Iste.,Pastor da Mata,reservado
56751,72695208,3586,Apto,Impedit.,Sampaio,disponível
7759,97409458,435,Bloco,Error nobis.,Machado,alugado
20097,94718825,2572,Casa,Placeat saepe.,Vieira da Praia,reservado
55111,20244588,8719,Casa,Aut.,da Luz,disponível
87366,49272651,7665,Apto,Id doloribus.,da Mata do Galho,reservado
39185,78275213,267,Bloco,Non.,da Cunha,disponível
43374,62035-349,1898,Apto,Harum.,Fogaça,reservado
630,26608157,1019,Apto,Voluptates eligendi.,Camargo,disponível
2477,76996-514,6063,Apto,Voluptatibus labore.,Pinto de das Neves,alugado
94386,82677-395,8079,Edifício,Fugiat.,Duarte,disponível
44152,04620-020,6935,Bloco,Amet soluta.,Melo da Praia,disponível
54084,39754-728,6567,Casa,Maiores quisquam.,Costela Verde,reservado
81379,41739-434,6063,Edifício,Laboriosam.,Azevedo,reservado
81127,54514-093,8962,Apto,Perferendis placeat.,Cavalcanti das Pedras,reservado
6452,52372741,4221,Casa,Distinctio.,Viana,disponível
16628,71909-499,3324,Bloco,Aperiam.,Sampaio da Serra,disponível
9629,92246776,7474,Edifício,Quis.,da Costa,alugado
68064,51127132,1906,Edifício,Laboriosam.,Azevedo Alegre,alugado
14321,23765-532,78,Edifício,Hic.,Farias,reservado
20385,94267367,844,Apto,Temporibus exercitationem.,Casa Grande das Pedras,alugado
26634,70021-435,6101,Bloco,Similique dolor.,Lima Verde,reservado
980,41758041,3374,Apto,Fuga.,Silveira,disponível
46713,90105-742,3579,Edifício,Voluptate deleniti.,Lima,alugado
11478,14245292,7948,Casa,Expedita asperiores.,Barbosa das Pedras,alugado
65935,93465-589,1954,Edifício,Atque.,da Mata do Norte,disponível
87801,98884176,5883,Edifício,Vel.,Fernandes,disponível
96180,93801065,8199,Edifício,Quia.,Montenegro,reservado
21046,73397-837,6428,Edifício,Totam.,Costela da Praia,alugado
20145,07821-294,625,Edifício,Minima mollitia.,da Cunha,reservado
18702,17570488,4979,Bloco,Adipisci.,Sá de Azevedo,reservado
15342,84486969,5081,Casa,Autem.,da Mota,alugado
32777,27563200,1015,Edifício,Eos.,Siqueira,disponível
67460,06763718,5000,Bloco,Explicabo.,Rezende da Prata,reservado
42683,70617368,7897,Bloco,Totam id.,da Rosa do Oeste,alugado
68941,83883-364,4920,Edifício,Iure.,Fernandes,disponível
10664,45422-755,1281,Edifício,Totam excepturi.,Sampaio,reservado
6497,24987-232,350,Edifício,Nemo culpa.,Alves do Oeste,disponível
41280,04633-479,8017,Bloco,Ad quidem.,Farias do Galho,reservado
93482,83514961,1905,Edifício,Libero culpa.,Costa do Oeste,disponível
20242,61311150,7781,Edifício,Autem debitis.,Cunha,disponível
76192,70330211,9126,Apto,Ea.,Pereira,reservado
61035,48702454,6953,Apto,Iusto aliquid.,Pinto,disponível
87229,10667271,8472,Edifício,Esse.,Sousa de Pinto,disponível
82581,73526-920,8060,Apto,Sed deleniti.,da Cruz Alegre,disponível
60610,99159-260,5620,Bloco,Aliquam.,Caldeira,disponível
42325,80225232,6179,Apto,Iste blanditiis.,Lopes do Sul,disponível
4557,55367-104,4633,Casa,Nemo dignissimos.,Guerra do Oeste,disponível
68916,12708-210,2671,Edifício,Expedita esse.,Vargas,disponível
44285,41378-206,2824,Apto,Nostrum repellat.,Martins Grande,disponível
97001,36498-699,8195,Edifício,Suscipit.,Mendonça,alugado
91286,17657-405,1099,Apto,Laudantium.,Martins das Pedras,disponível
94783,11612298,5030,Edifício,Dolores explicabo.,Porto da Mata,reservado
653,38001-971,6601,Bloco,Excepturi quod.,da Luz de Sampaio,alugado
28905,45728-028,2153,Edifício,Architecto veritatis.,Silva,reservado
32369,01632944,2529,Casa,Dignissimos rerum.,Fogaça,reservado
34813,53958-972,8860,Bloco,Ipsa aspernatur.,Rios,reservado
45405,89828-440,8566,Bloco,Dolores.,Ramos da Praia,reservado
21357,81241-313,7584,Apto,Quam.,Moraes,reservado
1841,50612317,5139,Edifício,Vitae.,Fernandes,disponível
31778,66002-687,9600,Edifício,Nostrum omnis.,Aragão,reservado
89038,82674-723,1584,Bloco,Beatae veniam.,Sales da Serra,alugado
13557,43681-361,1314,Apto,Amet.,Pinto de Silveira,reservado
5044,26994-242,270,Apto,Earum ab.,Macedo,alugado
1991,30137546,3445,Casa,Error necessitatibus.,Rodrigues da Prata,alugado
8361,43131102,7499,Edifício,Natus pariatur.,Rocha,disponível
88467,34274863,5113,Bloco,Ea.,Rezende de Lima,reservado
60665,99537003,5640,Edifício,Dolores.,Sales,alugado
23377,05533667,5323,Bloco,Earum hic.,Peixoto,disponível
68166,95751-152,3849,Bloco,Corrupti animi.,Mendonça,alugado
24661,70461-267,3367,Edifício,Porro eligendi.,Carvalho do Norte,reservado
25395,37987353,4472,Casa,Corporis omnis.,Caldeira,alugado
33863,65389-352,8871,Casa,Nemo.,Farias do Amparo,reservado
28580,03666152,8876,Edifício,Perspiciatis dolorem.,das Neves da Serra,alugado
55968,07839-715,891,Bloco,Veritatis laborum.,Rodrigues de Sampaio,reservado
35749,78418-142,9260,Edifício,Animi laborum.,Vieira,reservado
92169,22939742,461,Casa,Sapiente quia.,Albuquerque Alegre,alugado
54933,13517424,491,Casa,Ipsa accusantium.,Guerra,reservado
148,68834450,7045,Edifício,Facilis.,Farias,disponível
18632,38487977,8070,Apto,Ducimus vitae.,Ramos,reservado
42867,66440-035,6323,Apto,Deleniti aspernatur.,da Mata,alugado
98545,90782831,1723,Bloco,Quo.,Barros,reservado
23602,98700-560,3696,Edifício,Deleniti.,da Paz,alugado
89717,16589122,1881,Casa,Magnam quis.,Nunes de Abreu,reservado
68247,76359-255,2888,Edifício,Perspiciatis.,Cunha do Oeste,reservado
63752,61862346,7725,Edifício,In deserunt.,Nogueira,disponível
86274,76047-197,7985,Bloco,Aspernatur.,Sá,reservado
65221,19831802,4815,Edifício,Ducimus.,Carvalho do Sul,disponível
8896,01118-898,2436,Apto,Alias natus.,Cardoso de Cirino,reservado
30578,02983342,2088,Bloco,Sequi.,Rios,alugado
17870,30114-950,9337,Casa,Velit a.,Cassiano,alugado
64407,19641444,1331,Apto,Explicabo quae.,Mendes,disponível
96822,73704-065,4208,Bloco,Voluptate ipsa.,Siqueira,alugado
18185,06737-392,6891,Bloco,Voluptatibus.,da Mata de Almeida,disponível
271,07286018,3012,Bloco,Possimus fuga.,da Cunha,reservado
44482,37847039,83,Bloco,Veritatis excepturi.,Aparecida de da Conceição,disponível
89720,64978-517,3008,Apto,Recusandae.,Moura,reservado
56028,66580935,8171,Edifício,Ipsum ipsa.,Cirino do Oeste,disponível
4098,16374-149,9712,Apto,Vel.,Cavalcante de Camargo,reservado
70186,45598373,5362,Apto,Ut fugiat.,Sampaio do Oeste,alugado
70407,39282595,9276,Edifício,Dolores.,Pires de Andrade,alugado
4179,82970-169,2549,Edifício,Rerum.,Costela dos Dourados,disponível
28036,09412-750,6890,Edifício,Autem eveniet.,Sá Alegre,alugado
53582,27163043,9250,Casa,Libero ipsa.,Nogueira do Galho,reservado
63643,93980543,3715,Bloco,Possimus.,Rios,reservado
12706,10268-792,9856,Edifício,Eos.,Peixoto de Goiás,disponível
87589,73531012,4405,Apto,Ea facilis.,Freitas de Barros,alugado
48283,12576000,8342,Apto,Iste repellat.,Guerra Paulista,disponível
73861,35203-368,639,Edifício,Atque voluptates.,Nascimento,disponível
10005,21781-102,3109,Edifício,Ex.,Carvalho de Minas,disponível
59292,71989-617,4441,Edifício,Dignissimos.,da Cruz,disponível
64227,27992351,2517,Edifício,Dicta placeat.,Nogueira do Galho,alugado
91718,85630407,8437,Bloco,Modi.,da Costa,reservado
93008,39636-404,2196,Apto,Voluptates.,Moreira Grande,alugado
91036,02017778,2594,Apto,Ullam et.,Oliveira,disponível
19242,41601-836,132,Casa,Temporibus.,Fogaça das Flores,alugado
32556,21504461,6709,Edifício,Voluptatum.,Monteiro de Minas,reservado
72397,02842-429,2686,Casa,Cum.,Rios do Galho,alugado
70512,92143009,5705,Apto,Nesciunt.,Pacheco de Rocha,reservado
79911,98520-980,1383,Bloco,Vel quo.,Barbosa,alugado
28357,39848726,8377,Apto,Cumque.,Pacheco da Praia,reservado
3705,92072799,1479,Bloco,Atque perferendis.,Novais de da Rosa,disponível
82063,95226547,3051,Edifício,Atque repellendus.,Garcia,alugado
74235,66839-758,3753,Apto,Nostrum.,da Conceição Grande,disponível
44205,69167250,1676,Apto,Assumenda.,Cassiano,disponível
10729,72948388,1410,Apto,Libero non.,da Paz,alugado
52626,71762145,2277,Casa,Eius.,da Costa,reservado
9647,49122-713,5873,Casa,Esse tempore.,Silveira da Praia,reservado
96811,63887541,7352,Edifício,Molestiae.,Teixeira,alugado
45378,24055-746,5391,Casa,Atque molestias.,Mendonça das Flores,alugado
8879,52591361,7051,Apto,Exercitationem.,Campos das Flores,alugado
74750,34944556,2733,Edifício,Vitae.,Correia,disponível
90014,21900-697,3938,Bloco,Ab.,Castro,disponível
28467,68568-880,6387,Casa,Vitae.,Sales,reservado
47080,74967-737,8067,Bloco,Quod.,Siqueira,disponível
73266,83874604,9037,Edifício,Aperiam cupiditate.,Nunes de Câmara,reservado
18241,44601-078,5639,Bloco,Quis.,Silva,alugado
79505,80653687,9316,Edifício,Ratione.,Teixeira Alegre,disponível
82788,48810350,3049,Bloco,Odit non.,Cunha Alegre,reservado
48539,03447-187,3698,Bloco,Optio.,Barbosa do Galho,alugado
28932,19035894,5401,Apto,Porro.,Costa,alugado
87124,28645-918,3667,Apto,Cum.,Leão,disponível
13812,43050-464,2108,Edifício,Voluptatibus.,Novaes Paulista,disponível
54840,11310598,4507,Apto,Quos.,da Cunha de Teixeira,disponível
56891,87967439,8027,Bloco,Error.,da Luz Paulista,alugado
9234,56205547,5815,Apto,Consequuntur.,Sampaio das Pedras,reservado
99233,84726-880,4886,Bloco,Placeat cumque.,Araújo,disponível
84042,77829542,3982,Casa,Hic iste.,Leão,disponível
55200,90631950,9141,Apto,Ex voluptatum.,Rocha Alegre,alugado
21791,55648-607,4834,Apto,Error dignissimos.,Viana,alugado
16606,55764386,4530,Edifício,Laboriosam sequi.,Fonseca,disponível
23666,95743-557,7771,Bloco,Tempore velit.,Ferreira,disponível
67143,73941582,6361,Apto,Odio.,das Neves da Prata,alugado
26556,20519-594,753,Apto,Culpa nostrum.,Farias,disponível
58395,92865-888,4607,Apto,Repudiandae quos.,Correia,disponível
4565,61455-405,2449,Edifício,Ratione.,Aparecida de Porto,reservado
93266,14066-645,4611,Edifício,Quo maxime.,Aparecida Alegre,alugado
20584,40231571,9742,Bloco,A.,Souza,disponível
90864,86938-446,2758,Apto,Corrupti.,Azevedo,reservado
27501,33814821,8371,Casa,Est.,Fernandes do Sul,disponível
98463,26011216,9205,Edifício,In laudantium.,Sales Grande,alugado
47582,18731-323,8326,Apto,Placeat molestias.,da Luz do Norte,alugado
30351,76094-461,9490,Edifício,Expedita dicta.,Costa,disponível
1887,40196251,6741,Apto,Nam iure.,Barbosa,alugado
76087,38681825,4614,Bloco,Voluptatibus.,da Mota de Moura,alugado
70129,43204946,7850,Casa,Doloremque.,da Rocha do Campo,reservado
42898,60268-763,5896,Edifício,Officiis omnis.,Camargo Verde,alugado
74720,43924-330,2861,Edifício,Explicabo sed.,Rodrigues Verde,alugado
24112,77356827,384,Casa,Corrupti.,Marques,alugado
73689,70801-632,7886,Edifício,Pariatur voluptatem.,Sampaio,disponível
41800,66679298,1546,Apto,Recusandae.,Campos do Amparo,reservado
62741,22917641,2843,Apto,Voluptatibus.,Moraes da Mata,disponível
91472,83841665,8545,Casa,Maxime provident.,Peixoto,alugado
79569,88730659,5804,Apto,Atque dolorem.,Andrade do Oeste,reservado
65775,33991558,8276,Bloco,Ab dolore.,Pinto,disponível
64406,77591431,9122,Bloco,Sapiente aspernatur.,Barbosa do Sul,disponível
39556,81936-614,606,Casa,Nulla veniam.,da Rocha,alugado
38656,68021759,7918,Bloco,Ea reiciendis.,Gonçalves,reservado
27341,91904-168,972,Bloco,Porro unde.,Cassiano,disponível
54046,22523-545,6611,Casa,Maxime.,Freitas,reservado
3073,62662908,7853,Apto,Error similique.,da Rocha,alugado
22178,92359053,5495,Apto,Nihil.,da Cunha do Oeste,alugado
88151,24497990,8908,Bloco,Expedita.,da Luz,reservado
25014,19535-167,5647,Casa,Corporis.,Moreira,alugado
86554,07973-518,1162,Casa,Numquam.,Fonseca,alugado
68549,89403-258,5384,Apto,Modi.,Freitas de Brito,alugado
27714,99912-095,46,Apto,Blanditiis numquam.,Monteiro,reservado
96886,26026-313,6213,Bloco,Facilis natus.,da Luz,alugado
78641,25630-849,9885,Edifício,Laudantium quia.,Campos do Sul,alugado
55912,70008577,3568,Bloco,Nostrum quod.,Sampaio do Sul,reservado
45973,86830-201,3352,Edifício,Facilis.,Aragão,disponível
74936,38804063,9784,Casa,Vero.,Oliveira,disponível
34986,44939-850,8051,Apto,Placeat.,Farias de Brito,reservado
88750,72150765,8639,Bloco,Debitis.,Teixeira,reservado
36933,43070-220,4781,Apto,Pariatur.,Farias,alugado
92062,35856-507,2843,Casa,Esse.,Santos,reservado
7905,63512-878,7778,Edifício,Est earum.,Lopes da Mata,disponível
97917,80721-205,7443,Bloco,Fuga.,Rodrigues de Gomes,alugado
25889,77285962,381,Edifício,Atque.,Teixeira de Aragão,reservado
74413,56450-183,7571,Casa,Architecto modi.,Azevedo de da Conceição,alugado
32598,25253-638,7666,Bloco,Sed.,Moura de Casa Grande,reservado
52358,88999846,5385,Edifício,Debitis accusantium.,Souza,reservado
19318,70724-704,5372,Casa,Occaecati nemo.,Costela,disponível
38551,47275029,2942,Casa,Placeat.,Barbosa de Goiás,alugado
84940,33747590,6591,Bloco,Maxime necessitatibus.,Rocha,alugado
54767,69286107,8767,Edifício,Libero quidem.,Souza,alugado
54013,27127255,6568,Casa,Libero.,Borges,alugado
98943,67652-736,4243,Casa,Harum.,Aragão,alugado
93447,14152806,9817,Bloco,Dolor.,Aragão de Goiás,disponível
37908,12983-239,4476,Apto,Aliquam.,Ribeiro,alugado
87992,00875304,7651,Bloco,Aut.,Fogaça,reservado
85784,05246975,3559,Apto,Accusamus.,Souza,alugado
34329,81439-034,7752,Bloco,Alias.,Vargas,reservado
18210,54943877,3849,Bloco,Maxime cupiditate.,Sales da Praia,disponível
46438,79366-103,1352,Casa,Occaecati enim.,da Mata do Sul,disponível
54100,48416-007,9502,Apto,Dolorum corporis.,Pimenta,reservado
10308,02135418,9311,Apto,Veniam.,Monteiro do Oeste,alugado
31585,71770392,2040,Apto,Minima.,Carvalho do Amparo,reservado
7989,24496113,3620,Bloco,Illum quidem.,Fernandes de Minas,reservado
3866,39636463,1028,Apto,Officia.,Sales,disponível
10902,18060436,8420,Casa,Occaecati.,da Rosa,disponível
91889,85159933,5098,Edifício,Exercitationem velit.,Pinto,disponível
68992,36101-580,6515,Apto,Suscipit.,Oliveira de Goiás,alugado
90679,00526-873,2192,Edifício,Dolorem.,Fogaça da Praia,reservado
39951,99117317,4835,Casa,Iure nulla.,Macedo da Prata,reservado
27974,93838-925,9962,Casa,Nam.,Sá,alugado
33153,31959-220,4273,Apto,Nulla praesentium.,Ribeiro de Jesus,disponível
10680,44792-750,8985,Apto,Quo.,Martins Alegre,alugado
23229,90256414,6358,Apto,Quasi.,Camargo da Praia,disponível
26207,11010-135,4215,Edifício,Maiores temporibus.,Casa Grande,reservado
28962,39208851,1833,Casa,Mollitia.,Caldeira,reservado
76653,72530-448,7482,Casa,Quis veritatis.,Pires,reservado
30452,46762-199,1358,Edifício,Vel est.,Vieira,disponível
48744,61227070,2175,Edifício,Eius.,Montenegro da Praia,reservado
91373,34046032,5052,Edifício,Tenetur.,Leão,disponível
84673,10248-240,2135,Edifício,Illum reprehenderit.,Alves,disponível
30453,58789-034,3942,Apto,Repellat est.,Cavalcanti,alugado
61417,86067485,8172,Apto,Fugiat expedita.,Aparecida,disponível
12630,79667600,287,Apto,Tempore asperiores.,da Luz de Goiás,disponível
69426,48804270,735,Apto,Asperiores.,Farias,alugado
59706,87498-481,4209,Casa,Voluptate.,Freitas,disponível
29183,19620-681,9232,Edifício,Ratione.,Lima de Porto,reservado
44003,61043-867,9434,Bloco,Dolore inventore.,Cardoso Grande,alugado
11954,65505-640,2094,Edifício,Similique hic.,Novaes,disponível
19590,55239784,8588,Bloco,Alias quasi.,Vasconcelos de da Paz,reservado
45041,99239-545,3081,Bloco,Cupiditate.,da Paz do Oeste,reservado
64690,48377803,426,Casa,Voluptatum quidem.,Peixoto de Moraes,reservado
58830,67820582,4672,Casa,Nisi facilis.,Caldeira,disponível
67045,37464-716,3911,Casa,Aperiam.,Casa Grande,alugado
17198,59272-611,1503,Casa,Iusto illum.,Rocha,reservado
