idcidade,nome,estado
3833,Souza,Rio Grande do Norte
63352,Rodrigues da Praia,Tocantins
58143,Garcia,São Paulo
26500,Azevedo de Goiás,Rondônia
20002,das Neves de Castro,Amapá
38881,Rocha Paulista,Minas Gerais
61213,Alves,Paraíba
93781,Farias de Borges,Rio de Janeiro
4880,Aragão de Cunha,Pernambuco
82258,Silveira,Goiás
86067,Andrade,Distrito Federal
33029,Correia das Flores,Ceará
83491,das Neves,Mato Grosso
33312,Ribeiro de Goiás,Amazonas
92032,Barbosa da Prata,Rio de Janeiro
36844,da Costa das Pedras,Roraima
73294,Vargas,Rio Grande do Sul
10482,Viana,Rondônia
55925,da Cunha,Rio Grande do Sul
34397,Pereira,Espírito Santo
35765,Moura das Flores,Distrito Federal
3133,Pastor de Cavalcanti,São Paulo
36801,das Neves,Amazonas
57432,Cirino,Amapá
97127,da Conceição dos Dourados,Amapá
63419,Duarte,Maranhão
78821,Rocha,Santa Catarina
96545,Gomes,Amapá
92328,Mendonça,Amazonas
85995,Novaes,Amazonas
57648,Vieira Verde,Roraima
65238,Casa Grande,Ceará
65466,Rios,Santa Catarina
4379,Freitas de Santos,Ceará
33411,Cavalcante de Cunha,Maranhão
91967,Fogaça,Espírito Santo
59241,da Mota,Minas Gerais
22014,Novaes,Maranhão
98265,Farias,Pará
88895,Martins Paulista,Paraná
83224,Nascimento de Minas,Rio Grande do Sul
55455,da Rosa,Goiás
80454,Costela,Goiás
54395,Albuquerque,Paraíba
11221,Carvalho,Ceará
65992,Borges Grande,Espírito Santo
57500,Albuquerque do Amparo,Alagoas
9673,da Paz,Maranhão
88055,Novaes Grande,Rio Grande do Norte
82834,Cavalcante de Pereira,Ceará
96699,Jesus,Rondônia
89014,Novaes do Campo,Rio Grande do Sul
95310,Sá do Oeste,Minas Gerais
43995,Silveira de Goiás,Rondônia
8554,Moreira,Amapá
87917,Alves,Mato Grosso do Sul
90238,Costela,Distrito Federal
14558,Costela,São Paulo
70314,Borges,Mato Grosso do Sul
67783,Lopes,Maranhão
76185,Monteiro de Minas,Rio de Janeiro
42707,Brito,Minas Gerais
14828,Casa Grande da Praia,Pernambuco
42028,Vargas,Paraíba
43035,Novais dos Dourados,São Paulo
93438,da Conceição,Bahia
73961,Cunha,Pernambuco
37087,Nogueira,Goiás
49212,Rodrigues de Goiás,Mato Grosso do Sul
80784,Novaes,Mato Grosso do Sul
37986,Andrade do Norte,Mato Grosso do Sul
23274,Novais do Amparo,Goiás
4551,da Luz de Moura,Mato Grosso
76146,Monteiro,Sergipe
46148,Nogueira,Pernambuco
65665,Macedo de Alves,Pará
68211,Teixeira da Praia,Paraíba
13655,Casa Grande,Distrito Federal
38178,Fogaça,Minas Gerais
87432,Duarte,Roraima
94810,Siqueira do Oeste,Distrito Federal
73116,Teixeira de Moura,Sergipe
44742,Leão de Goiás,Mato Grosso do Sul
62765,da Cruz Paulista,Mato Grosso
896,Cunha Verde,Goiás
90858,Martins da Mata,Distrito Federal
62784,Cavalcante,São Paulo
24634,Machado Alegre,Amazonas
75266,Lima Grande,Pará
22930,Campos do Galho,Sergipe
1369,Leão de Goiás,Goiás
16997,Leão,Minas Gerais
95922,da Conceição da Praia,Acre
29867,das Neves do Oeste,Espírito Santo
2659,Sales,Mato Grosso
77588,Aragão de Minas,Rondônia
96089,Câmara,Tocantins
44921,Brito,Espírito Santo
20718,da Cruz de Aparecida,Rondônia
39585,Sampaio do Amparo,Bahia
31172,Pinto,Roraima
99950,da Conceição de Fogaça,Distrito Federal
54367,Novais,Paraná
92900,Novais do Sul,Ceará
70929,Rocha do Galho,Pará
99652,Brito Grande,Amazonas
5515,Fogaça do Amparo,Goiás
34920,Rodrigues,Espírito Santo
52288,Sousa,Mato Grosso do Sul
53674,Sá,Paraíba
47261,Rocha de Novais,Rondônia
5529,Castro,Amazonas
92708,Nogueira do Norte,Sergipe
10329,Nogueira,Alagoas
85599,Pacheco Alegre,São Paulo
55228,das Neves das Flores,Bahia
68552,Moura Verde,Paraná
61747,Costa de Minas,Bahia
23737,Guerra,Rio Grande do Sul
65885,Moraes da Prata,Pernambuco
91760,Lima Verde,Alagoas
76977,Ramos,Tocantins
36777,Monteiro Alegre,Alagoas
50918,Pereira,Amapá
8287,Porto,Piauí
30869,Aragão,São Paulo
40704,Caldeira da Prata,Amazonas
33242,Pinto,Santa Catarina
11712,Macedo da Mata,Santa Catarina
31917,Carvalho,Rio Grande do Sul
77935,Vasconcelos do Oeste,Distrito Federal
44800,da Mata,Tocantins
33472,Ferreira,Rio Grande do Sul
58152,Jesus de Nascimento,Santa Catarina
2604,Rodrigues,Alagoas
60697,das Neves do Sul,Alagoas
56552,da Cruz Verde,Pernambuco
40142,Ferreira de Montenegro,Santa Catarina
71125,Novais,Pernambuco
10853,Câmara,Alagoas
51671,Vieira,Santa Catarina
93854,Casa Grande de Pereira,Rondônia
70334,Pereira de Castro,Alagoas
48074,Vasconcelos dos Dourados,Rio de Janeiro
11241,Alves,Amazonas
69133,da Costa,Goiás
11644,Guerra dos Dourados,Alagoas
48333,Brito,Roraima
47397,Pastor,Piauí
927,Borges,Piauí
34763,da Costa,Minas Gerais
4066,Santos da Mata,Paraná
59120,Pimenta das Flores,Rio Grande do Norte
48844,Porto de Cirino,Alagoas
63151,da Mota da Praia,Piauí
78392,Montenegro,Sergipe
66608,Borges da Mata,Distrito Federal
98459,Santos,Goiás
91405,Machado do Sul,Paraná
60791,Rezende,Amazonas
34693,Duarte,Minas Gerais
78393,Pereira do Campo,Alagoas
36432,Ramos,Tocantins
64002,Fonseca Alegre,Amapá
3765,Teixeira Grande,Paraná
86754,Cassiano,Roraima
12327,Nunes,Rio Grande do Sul
21507,Cirino do Sul,Amazonas
81837,Novaes de Minas,Maranhão
54205,Macedo,Rio de Janeiro
50002,Farias de Sousa,Piauí
47038,da Costa das Pedras,Maranhão
35721,Moura de Silva,Distrito Federal
41450,Pimenta das Flores,Roraima
26103,Rocha,Ceará
59576,Nascimento,Rio de Janeiro
51455,Araújo Paulista,Piauí
69517,da Costa,Rondônia
85610,Porto,Goiás
13660,Pires do Sul,Minas Gerais
98358,Pires,Amazonas
96470,Ribeiro,Paraná
4355,Fogaça de Garcia,Distrito Federal
53601,Viana,Minas Gerais
80633,Ferreira,Roraima
79409,Almeida,Pará
8111,da Costa,Acre
82012,Pereira,Alagoas
93324,Peixoto,Paraná
92827,Gomes do Sul,Amazonas
72078,Ribeiro do Campo,Maranhão
15622,Abreu,Maranhão
5414,da Conceição,Acre
11687,Almeida Verde,Rio de Janeiro
66742,Moreira,Maranhão
98599,Macedo,Paraíba
3693,Machado da Prata,Roraima
29011,Cavalcante,Paraná
66351,Guerra do Galho,Rio de Janeiro
19888,Garcia Alegre,Sergipe
33101,Leão da Prata,Rondônia
66744,Montenegro da Mata,Pará
99887,Siqueira de Montenegro,Paraíba
90558,Aparecida de da Rocha,Distrito Federal
10205,Teixeira de Leão,Espírito Santo
99449,Caldeira,Distrito Federal
79678,Guerra de Dias,Mato Grosso do Sul
84351,Guerra,Paraná
695,Cassiano,Mato Grosso
8014,Cavalcanti,Goiás
75084,Melo,Mato Grosso do Sul
70766,Rocha Verde,Santa Catarina
59423,Moraes,Maranhão
37790,Machado Grande,Ceará
20217,Pereira,Acre
69965,Mendes,Ceará
58149,da Luz de Goiás,Rio Grande do Sul
33620,Rocha,Goiás
32918,Rios de Casa Grande,Piauí
8968,Sampaio,Piauí
10100,Barros de Cassiano,Rondônia
47541,Rocha,Mato Grosso
60842,Viana,Paraná
60190,Moura,Rio de Janeiro
49324,Souza do Campo,Rondônia
98968,Mendes do Galho,Roraima
91623,da Rocha,Mato Grosso do Sul
79058,Garcia do Sul,Sergipe
70010,Abreu da Prata,Amapá
7693,da Conceição de Costa,Goiás
91866,Fernandes Grande,Paraíba
28849,Azevedo do Amparo,Sergipe
80391,Siqueira dos Dourados,Mato Grosso
17172,Azevedo,Rio de Janeiro
14917,Siqueira,Paraná
31237,da Rosa,Pará
32475,Souza dos Dourados,Mato Grosso
62987,Garcia,Roraima
80789,Borges da Prata,Alagoas
68276,Moreira de Goiás,Alagoas
30781,Câmara das Pedras,Rio de Janeiro
35524,Novaes,Rondônia
91956,Cardoso Paulista,Acre
16148,da Cruz de Vargas,Paraná
10622,da Costa do Oeste,Bahia
50151,Costa da Prata,Espírito Santo
46863,Alves,Paraíba
20263,Alves Alegre,Mato Grosso
91719,da Rosa,Mato Grosso
59076,Rodrigues,Maranhão
42488,Novaes de Pereira,Amapá
42505,Andrade,Roraima
11662,Dias das Pedras,Espírito Santo
54391,Moura da Serra,Pará
830,da Mota da Serra,Distrito Federal
51894,Barros,Piauí
37045,Nascimento,Goiás
97433,da Mata do Galho,Mato Grosso do Sul
45032,Dias dos Dourados,Rio Grande do Sul
61014,Vieira,Rondônia
9172,Camargo de Minas,Santa Catarina
37271,Araújo de Ribeiro,São Paulo
89013,Moura do Sul,Acre
58444,Souza,Minas Gerais
93238,Rezende do Norte,Pernambuco
83893,Abreu da Prata,Pará
77450,Gomes,Goiás
67643,Gonçalves dos Dourados,Sergipe
74425,da Luz,Bahia
4785,Rios,Amazonas
11404,Rocha de Farias,Sergipe
65201,Melo,Mato Grosso
87183,Caldeira,Espírito Santo
68120,Correia,Tocantins
37357,Abreu,Tocantins
10967,Rodrigues,Espírito Santo
65392,da Luz,Paraná
14135,Rodrigues de Martins,Tocantins
27026,Melo,Rio de Janeiro
42652,da Cruz,Rio Grande do Sul
38270,Rodrigues do Campo,Ceará
87043,Aparecida,Rio de Janeiro
69127,da Cunha,Bahia
40118,Pinto,Rio Grande do Norte
30538,Rocha do Galho,Pernambuco
61680,Viana do Sul,Goiás
64260,Marques das Pedras,Paraíba
48754,Araújo,Amapá
91914,Farias Grande,Mato Grosso do Sul
24411,Pimenta,Alagoas
16575,Souza,Minas Gerais
62037,Gonçalves das Flores,Paraíba
29270,Andrade,Paraná
28489,Campos,Rio Grande do Sul
99660,Montenegro das Pedras,Mato Grosso do Sul
1941,Carvalho de Cavalcante,Alagoas
3830,Nascimento,Bahia
75548,Cavalcante de Barbosa,São Paulo
23054,Fonseca da Prata,Acre
77002,Alves,São Paulo
56783,das Neves do Galho,Mato Grosso
26949,Nascimento de Barbosa,Tocantins
38216,Moreira,São Paulo
51560,Pastor,Maranhão
6169,Macedo do Galho,Maranhão
11444,Monteiro,Acre
70029,Costela,Mato Grosso
66306,da Luz,Maranhão
40233,da Rocha de Goiás,Rio Grande do Norte
8656,Lima,Rio de Janeiro
59637,Aparecida,Amapá
88539,Novais,Bahia
77735,Caldeira de Cirino,Rio Grande do Norte
43304,da Cruz,São Paulo
60097,Brito da Serra,Espírito Santo
2684,Silva,Alagoas
1754,Alves,Bahia
69050,Sales das Flores,Rio Grande do Norte
51545,da Luz,Bahia
18606,Fernandes,Paraíba
88328,Martins,Rondônia
17049,Abreu do Galho,Distrito Federal
21137,Gonçalves,Mato Grosso
13095,Pinto de Montenegro,Alagoas
83238,Teixeira,Tocantins
40334,Ramos de Minas,Paraíba
58918,Lima de Marques,Espírito Santo
25198,Ribeiro do Sul,Ceará
4550,Gomes Paulista,Sergipe
47241,Guerra de Leão,Espírito Santo
99502,Souza,Rio Grande do Norte
14398,Albuquerque,Bahia
71101,Leão do Campo,Bahia
1118,Aragão da Mata,Acre
9833,Castro do Galho,Pará
57913,Costa,Amapá
75034,Ribeiro,Rio de Janeiro
92668,Teixeira,Piauí
44176,Cardoso,Tocantins
63876,Rocha,Mato Grosso
4037,Costa,Pernambuco
71279,Vasconcelos das Pedras,Acre
55801,Albuquerque,Rio Grande do Norte
71817,Albuquerque,Rio de Janeiro
24295,Barbosa,Acre
70605,da Rocha das Pedras,Bahia
8895,da Rosa de Machado,Paraná
4024,Martins do Amparo,Rio Grande do Norte
47038,Siqueira de Freitas,Bahia
68271,da Rosa,Acre
38069,Oliveira do Amparo,Roraima
50442,Pinto,Goiás
86808,Vieira da Serra,Paraná
45960,Nascimento de Pinto,Rio Grande do Sul
23728,Nogueira,Maranhão
13210,Ribeiro,Bahia
42060,Aragão,Pernambuco
23024,Vargas da Prata,Rio Grande do Norte
36392,Farias,Acre
53499,Martins,Piauí
15786,Abreu,Alagoas
39073,Vieira Paulista,Mato Grosso
12327,Costa de Abreu,Alagoas
33047,Machado do Amparo,Tocantins
85483,Pinto Alegre,Rio Grande do Norte
37340,Siqueira Paulista,Amapá
14531,Jesus da Mata,Mato Grosso do Sul
74111,da Cruz da Prata,Santa Catarina
10782,Nascimento,Paraná
77492,Pastor,Rondônia
58356,da Mata,Pernambuco
98076,Souza,Mato Grosso do Sul
74642,Castro,Mato Grosso
64579,Fonseca,Piauí
27128,Cavalcanti,Piauí
22521,Pimenta,Rondônia
54162,Pastor da Mata,Rio de Janeiro
93089,da Conceição do Norte,Distrito Federal
85377,Costela,Pernambuco
4525,Santos,Pernambuco
46828,Duarte das Flores,Rio Grande do Sul
88902,Marques de Cavalcante,Pernambuco
95280,Azevedo,Bahia
23863,Pastor,São Paulo
95997,Novais,Minas Gerais
92751,Nogueira de Machado,Pernambuco
49012,Farias,Sergipe
44916,Sá das Pedras,Acre
19807,Aragão Verde,Rio Grande do Norte
33082,Pastor Grande,Paraíba
31178,da Mata,Rio Grande do Sul
77932,Fogaça,Pernambuco
18909,Moreira,Santa Catarina
50211,Montenegro,Maranhão
32209,da Rosa Alegre,Pará
49645,Rios,Paraná
60245,Campos da Serra,Maranhão
23642,Barros,Amapá
81251,Brito,Amazonas
11452,Sales,Alagoas
44075,Machado Paulista,Pernambuco
28688,da Paz da Serra,Mato Grosso do Sul
90976,Araújo,Rio de Janeiro
45840,Aragão Verde,Distrito Federal
87822,Cardoso de Teixeira,Paraná
93467,Ramos de Azevedo,Rio Grande do Sul
2920,Correia de Goiás,Acre
69147,Cardoso Grande,Pernambuco
49213,Rios de Cunha,Paraná
35979,Pereira da Praia,Bahia
57810,Andrade das Pedras,São Paulo
59595,Caldeira,Goiás
81162,Sales,Pernambuco
35891,Andrade,Roraima
55759,Sousa do Galho,Distrito Federal
6788,Cavalcanti dos Dourados,Bahia
22334,Vargas,Acre
68187,Jesus,Amapá
92178,Pires,Mato Grosso do Sul
48054,Nogueira,Distrito Federal
43019,Aragão,Sergipe
62183,Pimenta da Serra,Rio Grande do Norte
35318,Pinto de Marques,Mato Grosso do Sul
22253,Ferreira de Minas,Rio Grande do Norte
52250,Castro do Oeste,Paraná
76945,Sales das Pedras,Sergipe
56783,Caldeira Paulista,Rio Grande do Norte
29056,Viana,Goiás
36299,Ferreira,Amazonas
56654,da Rosa,Rio de Janeiro
36347,Marques de Minas,Bahia
86741,Barbosa,Espírito Santo
31687,Gonçalves de Rocha,Distrito Federal
23731,Lima,Amapá
21222,Ferreira,Minas Gerais
60356,Fogaça de Castro,Distrito Federal
94015,Pacheco,Maranhão
15275,Correia de Nogueira,Rio Grande do Sul
24310,Souza,Pernambuco
53844,da Cruz,Minas Gerais
473,Lopes,Mato Grosso
82113,Vieira do Campo,Bahia
93367,Santos,Espírito Santo
63756,Silva do Norte,Pernambuco
8588,Rezende de Silva,Paraíba
82927,Nogueira,Espírito Santo
90768,Ramos,Acre
96538,Pacheco,Rondônia
29786,das Neves do Galho,Rio Grande do Sul
89484,Cavalcanti do Amparo,Goiás
70121,Costela da Prata,Alagoas
96360,Farias,Pará
5036,da Luz,Bahia
59982,da Mata,Goiás
19927,Gonçalves,Ceará
78516,Ramos,Alagoas
89005,Souza,Maranhão
12442,Mendes,Tocantins
32477,Montenegro dos Dourados,Distrito Federal
80275,da Rocha,Mato Grosso do Sul
8248,Gonçalves,Distrito Federal
37859,Borges,Mato Grosso
27855,Mendes,Goiás
84656,Abreu de Minas,Distrito Federal
58172,Moraes,Tocantins
52307,Gonçalves,Rio Grande do Norte
91621,Moura,Roraima
71332,Marques,Mato Grosso do Sul
91952,Peixoto Alegre,Paraná
78219,Lima,Rondônia
74730,Martins dos Dourados,Rio Grande do Sul
2790,Carvalho de Abreu,Pernambuco
8222,Casa Grande de Jesus,Pará
64810,Barbosa,Bahia
15825,Silveira de Nunes,Rio de Janeiro
51687,Pereira,Amazonas
35922,Oliveira de Jesus,Distrito Federal
14392,Viana,São Paulo
850,Leão,Rio de Janeiro
17704,Correia de Fernandes,Amapá
94560,Novais do Galho,Goiás
44725,das Neves das Pedras,Amapá
96215,Aragão,Pará
11285,Rocha da Prata,Rio Grande do Sul
98835,Rezende da Prata,Paraná
72039,Pastor,Piauí
34554,Borges de Rocha,Rondônia
32692,Gomes,Bahia
9128,Azevedo,Alagoas
78021,Lopes,Minas Gerais
27580,Vargas da Praia,Rio Grande do Sul
57545,Monteiro,Tocantins
33189,Rocha,Paraná
21875,Vieira de Pires,Piauí
48683,Sousa,Piauí
34754,Sampaio da Mata,Piauí
6220,Sá de Goiás,Minas Gerais
92032,Sales,Tocantins
3324,Sousa,Mato Grosso
66224,Montenegro de Câmara,Acre
45026,Sampaio,Maranhão
66368,Dias,Amapá
6259,Ribeiro,Maranhão
26644,Mendonça de Casa Grande,Rio Grande do Sul
75073,Cirino do Norte,Amapá
25272,Vieira,Mato Grosso do Sul
25663,Sales da Praia,Tocantins
88886,Cardoso da Prata,Mato Grosso
67652,Novais do Campo,Bahia
41096,Ferreira de da Cruz,Amapá
83896,da Costa das Pedras,Amapá
90806,Viana,Tocantins
71899,Carvalho do Norte,Mato Grosso
27472,Campos,Amazonas
19697,Mendes,Maranhão
69507,Ferreira das Flores,Roraima
94869,da Costa,Pernambuco
35425,Montenegro,Goiás
61709,Souza,Tocantins
45529,Teixeira,Distrito Federal
3827,Monteiro,Ceará
89688,Gonçalves Alegre,Ceará
19354,Souza de Fonseca,Mato Grosso do Sul
38371,Moreira,Acre
42560,Brito,Mato Grosso
352,Peixoto da Praia,Amapá
75882,Monteiro,Pernambuco
45399,Cassiano da Serra,Pará
40864,Campos,Santa Catarina
37212,Azevedo,Bahia
46979,Brito,Mato Grosso do Sul
2831,Farias,Rondônia
12642,Cavalcante da Mata,Espírito Santo
35675,Câmara,Espírito Santo
9023,Ramos,São Paulo
78382,Monteiro do Norte,Acre
22729,Teixeira,Distrito Federal
33875,Pereira de da Mota,Pernambuco
18084,Pastor de Nunes,Bahia
85456,Pastor da Serra,Goiás
91255,Sá,Distrito Federal
53620,Gonçalves,Goiás
23047,da Mata de da Costa,Pernambuco
63097,Gonçalves de Minas,Amapá
98013,Gonçalves de Garcia,Roraima
65866,Souza das Flores,Alagoas
5349,Monteiro,Espírito Santo
78412,Lopes do Campo,Rio de Janeiro
78689,Alves de Borges,Maranhão
16887,Marques,Maranhão
82322,da Cunha,Tocantins
94975,da Cunha,Rio de Janeiro
93336,Castro das Pedras,Mato Grosso do Sul
11639,Casa Grande de Andrade,Rio Grande do Sul
49270,Correia da Serra,Paraíba
99478,Campos,Piauí
3541,Cavalcanti,Espírito Santo
60856,Oliveira de Cavalcanti,Paraná
3672,Gonçalves,São Paulo
92144,Rezende da Prata,Pernambuco
81998,Casa Grande da Mata,Espírito Santo
17749,Sousa,Bahia
70461,Gonçalves das Flores,Ceará
15010,Sá do Sul,Piauí
29882,Melo de Borges,Goiás
9511,Cunha de Garcia,Rio de Janeiro
49983,Cunha,Pernambuco
20068,da Rocha de Aparecida,Tocantins
21733,Souza,Minas Gerais
56434,Monteiro do Norte,Alagoas
84312,Silveira,Goiás
20575,Cavalcanti das Pedras,Mato Grosso do Sul
64943,Andrade,Roraima
66368,Moura de da Cunha,Santa Catarina
35138,Cardoso,Paraíba
2860,Moraes,Piauí
18074,Nunes,Sergipe
64077,Montenegro Alegre,Sergipe
94482,Sampaio Verde,Rio Grande do Norte
43650,Pacheco,Pará
35371,Barros das Flores,Santa Catarina
56638,Oliveira,Paraíba
76093,Fernandes de Silva,Goiás
94454,da Rosa da Praia,Amazonas
38801,Monteiro dos Dourados,Sergipe
19057,da Luz,Pará
34010,Machado Grande,Distrito Federal
58500,Siqueira,Amazonas
47676,Teixeira,Amazonas
33387,Nunes,Amapá
67323,Souza,Rio Grande do Sul
923,Sousa,Alagoas
95487,da Paz,Paraná
65538,Borges da Prata,Sergipe
68378,da Cruz,Mato Grosso
57888,Cassiano do Galho,Rondônia
52534,Barbosa,Santa Catarina
76282,Guerra,São Paulo
79217,da Luz Paulista,Maranhão
47417,Vieira,Mato Grosso
24784,Freitas do Sul,Ceará
58659,Pires de Pereira,Bahia
79144,Ribeiro do Sul,Bahia
88244,Araújo,Rio Grande do Norte
18748,Carvalho,Maranhão
57785,Carvalho,Espírito Santo
57840,Fogaça Alegre,Paraíba
7404,da Paz,Pernambuco
69883,Cavalcanti,Minas Gerais
57392,Aparecida Alegre,Amapá
9946,Rocha de Goiás,Amapá
20435,Souza da Mata,Goiás
9388,Cavalcante Verde,Espírito Santo
14513,Duarte,Alagoas
3464,Cardoso,Amapá
9335,Marques de Marques,Santa Catarina
35619,Lopes,Maranhão
10049,Guerra,Pará
36882,Costela,São Paulo
58009,Melo,São Paulo
42011,Porto,Piauí
37626,Brito Verde,Rio Grande do Sul
52073,Carvalho,Pernambuco
75233,Novais de Nogueira,Pará
37971,Costa,Maranhão
13358,Rodrigues,Minas Gerais
78074,Mendonça,Bahia
93501,Marques do Sul,Mato Grosso do Sul
75658,Siqueira,Santa Catarina
39353,Moreira,São Paulo
19333,Vargas de Almeida,Maranhão
1721,Lima,Rio de Janeiro
88576,Cirino,Alagoas
6041,Cavalcanti,Paraíba
40640,Martins Grande,Minas Gerais
11767,Alves,Paraíba
48740,Moreira,Goiás
77695,Fogaça,Acre
73752,Correia das Flores,Pernambuco
40852,Costela de Minas,Rondônia
5081,Barros do Amparo,Pernambuco
16327,Jesus,Ceará
66391,da Mata,Espírito Santo
73637,Machado,Alagoas
2242,Gomes,Rio Grande do Norte
17081,Ferreira,Minas Gerais
17496,da Mata,Rondônia
87040,Cardoso,Rio Grande do Norte
65254,Pereira,Rio Grande do Norte
59915,Sampaio de Lopes,Pernambuco
44959,Lopes do Campo,Rio de Janeiro
38237,Martins,Mato Grosso
62190,Gonçalves,Bahia
82441,Andrade do Amparo,Paraná
4318,da Costa,Rio Grande do Norte
3773,Novaes,Rondônia
87325,Sá de Minas,Paraíba
60310,Mendes do Sul,Piauí
55809,Teixeira de Pimenta,Rio de Janeiro
70252,da Conceição,Espírito Santo
26714,Macedo,Rio Grande do Norte
76859,Vieira,Distrito Federal
38150,das Neves do Oeste,Santa Catarina
33383,Costela do Oeste,Goiás
68471,Melo de Silva,Espírito Santo
61797,Mendes,Maranhão
20794,Monteiro,Mato Grosso
20179,Viana do Galho,Maranhão
8740,Souza,Bahia
93512,Santos da Praia,Mato Grosso
36055,Cardoso das Flores,Piauí
4408,Aparecida Grande,Amapá
98072,Mendes,Minas Gerais
85170,Viana,Ceará
75098,Ramos,Paraíba
28206,Rodrigues da Serra,Minas Gerais
37360,Araújo de Pereira,Paraná
