idcategoria,nome,descricao,data_criacao,data_atualizacao
98248,disponível,Quas quam culpa quibusdam.,2024-02-11,2024-04-01
1775,alugado,Tenetur at sed.,2024-04-20,2022-03-23
54595,disponível,Non quia odio nesciunt.,2022-04-20,2022-09-29
1311,disponível,A necessitatibus voluptates.,2024-09-30,2023-12-22
76875,reservado,Quos vel nulla nihil.,2024-01-11,2023-12-22
77029,reservado,Beatae aut itaque tenetur.,2023-03-19,2024-03-16
50757,disponível,Fugiat modi magni quos.,2022-10-27,2024-08-04
69979,disponível,Atque veritatis dolores.,2023-05-08,2023-11-27
61551,disponível,Ex magni totam.,2023-11-15,2023-05-07
64423,reservado,Aperiam soluta eligendi.,2023-12-25,2024-10-08
98291,disponível,Dicta impedit odio.,2023-10-07,2021-12-22
22312,disponível,Nisi at earum aut.,2023-09-15,2024-09-07
70740,disponível,Facilis magnam provident.,2022-12-27,2023-09-05
84605,reservado,Incidunt facere commodi.,2022-04-21,2024-10-29
78732,alugado,Velit quibusdam aut.,2023-07-15,2023-09-15
5009,disponível,Consequatur nulla nobis est.,2023-01-20,2022-11-01
87844,alugado,Mollitia ea voluptas.,2022-08-19,2023-12-02
8183,reservado,Ipsum itaque fuga fuga eius.,2024-04-09,2023-05-29
39221,alugado,Nihil soluta id explicabo.,2024-10-23,2022-08-08
60279,disponível,Veritatis vero minus dolor.,2022-03-23,2022-04-28
57949,reservado,Repellat dolorum placeat.,2022-09-05,2022-07-17
96203,reservado,Deleniti sit quisquam fugiat.,2022-11-02,2023-06-10
6903,disponível,Est alias nisi numquam.,2022-06-22,2023-12-18
668,reservado,Suscipit cum hic eius vel.,2023-11-14,2023-10-05
4371,disponível,Hic totam iusto magni.,2024-03-30,2024-09-10
65231,reservado,A minus labore eius.,2023-01-15,2022-06-15
85950,disponível,At facere accusantium nisi.,2024-03-21,2024-11-03
574,alugado,Deserunt nostrum sit unde.,2022-10-22,2022-01-28
98695,disponível,Ipsa iusto dicta similique.,2023-11-10,2023-01-11
45483,alugado,Maxime minus error sapiente.,2023-06-21,2024-10-24
13043,reservado,Sint vitae fugit provident.,2022-09-29,2024-04-09
23842,disponível,Vero architecto quam id.,2023-04-28,2024-05-09
83792,disponível,Rem debitis maxime.,2024-03-26,2024-01-20
97607,disponível,Animi possimus occaecati sit.,2023-09-23,2024-07-20
14253,reservado,Unde esse numquam est et.,2023-10-11,2023-07-11
62390,disponível,In fugit totam ullam.,2024-09-28,2024-04-28
19995,disponível,Mollitia rem illum nostrum.,2023-02-22,2023-12-23
31116,reservado,Vitae natus accusamus illo.,2024-02-19,2022-08-02
33544,reservado,Debitis ex maxime corrupti.,2022-04-30,2024-02-18
3541,alugado,Commodi ad aspernatur ut.,2024-03-19,2022-07-21
26127,reservado,Pariatur beatae beatae nihil.,2023-02-15,2022-08-03
98481,disponível,Est culpa voluptatum placeat.,2023-06-27,2023-12-08
15058,alugado,Quas nulla doloribus.,2023-05-17,2024-09-09
7698,reservado,Ipsum architecto deleniti.,2022-11-08,2023-03-08
69691,reservado,Facilis similique quam quam.,2023-04-07,2022-12-18
97161,alugado,Ratione fugit ipsam numquam.,2024-05-03,2023-02-24
7009,disponível,Nemo magni harum expedita.,2022-12-22,2023-07-07
2359,reservado,Sapiente nostrum rerum.,2023-02-27,2022-07-28
13535,alugado,Sapiente eaque quis quia.,2022-09-26,2021-11-26
67932,alugado,Odit tempora at sint.,2022-01-28,2023-05-14
133,disponível,Incidunt illum ipsum.,2022-02-03,2023-07-09
55187,reservado,Eius ab est possimus.,2023-04-18,2022-07-04
20301,reservado,Nesciunt voluptas asperiores.,2023-01-10,2022-02-12
46635,alugado,Quod sed deleniti mollitia.,2022-02-24,2023-12-27
32039,reservado,Sint quia in soluta numquam.,2022-09-10,2022-12-06
21994,alugado,A labore at accusamus.,2024-05-20,2023-03-16
50463,reservado,Dolorem deleniti culpa.,2022-03-26,2024-09-07
60657,disponível,Molestiae cum ut.,2022-07-21,2022-05-01
59728,reservado,Aut animi sit.,2022-09-03,2023-02-22
14662,alugado,Nam qui quos.,2024-08-02,2024-08-03
2878,disponível,Alias nihil dignissimos.,2022-02-04,2022-03-07
92640,reservado,Ea aperiam natus repellendus.,2023-10-02,2022-11-22
66666,alugado,Reprehenderit libero animi.,2022-12-11,2022-03-06
58752,disponível,Autem illo harum officiis.,2024-02-04,2023-08-01
89110,disponível,Amet earum consectetur quos.,2024-10-13,2024-04-29
61215,disponível,Quidem atque quaerat.,2022-06-09,2022-09-26
98384,alugado,Doloribus dolore soluta.,2022-12-24,2023-05-24
94376,disponível,Illo ullam libero illo.,2022-09-11,2023-02-16
99712,alugado,Veritatis cumque quasi rem.,2022-10-23,2024-05-08
94281,reservado,Hic fuga unde vel magni.,2024-06-10,2023-01-12
98802,reservado,Dolore tempora non assumenda.,2023-01-09,2022-01-03
12776,disponível,Facere ab est.,2022-02-21,2022-09-21
34403,alugado,Et possimus earum eveniet.,2022-05-21,2022-08-23
85496,alugado,Laboriosam error distinctio.,2023-07-06,2024-01-07
75885,alugado,Nisi enim eos quia.,2024-07-03,2024-01-11
66701,alugado,Quis nulla vitae.,2024-08-03,2024-05-21
55820,alugado,Excepturi tenetur at.,2023-02-14,2024-08-19
24819,reservado,Eligendi corrupti beatae.,2023-12-01,2024-04-21
11758,alugado,Quia occaecati quia.,2021-12-20,2023-02-13
255,alugado,Debitis aperiam id excepturi.,2022-07-02,2022-12-29
386,disponível,Nisi dolorem dolore suscipit.,2022-09-15,2024-06-12
32759,disponível,Repellendus modi dolorum.,2022-03-17,2022-03-26
23549,disponível,Quod tenetur eos autem ea.,2024-06-09,2022-09-10
80301,reservado,Possimus quo dicta.,2024-04-02,2023-05-01
76825,disponível,Culpa esse minima dolores.,2023-04-10,2024-11-22
87771,disponível,Eligendi explicabo velit.,2022-12-07,2022-11-02
33573,disponível,Eos quae necessitatibus at.,2024-08-06,2021-12-15
55760,disponível,Non dicta vitae.,2023-08-20,2022-05-03
89980,alugado,Magnam maxime modi repellat.,2024-02-09,2024-07-03
62663,reservado,Labore ea reiciendis soluta.,2022-08-20,2024-04-10
36556,alugado,Quia praesentium velit.,2021-11-29,2023-03-09
37636,alugado,Porro vel et iste ipsam iure.,2022-09-26,2022-10-01
12692,disponível,Sed neque ipsam.,2024-05-10,2023-06-05
99736,disponível,Molestiae dolorem nihil.,2023-12-14,2022-02-01
64662,alugado,Ad debitis beatae.,2024-07-02,2024-05-15
79312,reservado,Natus aliquam ullam iusto.,2024-07-22,2023-05-01
80518,alugado,Repudiandae libero ex libero.,2023-07-14,2023-11-22
78271,alugado,Cum rem maxime consequatur.,2022-07-03,2024-05-10
1955,disponível,Ex deleniti maiores fuga.,2022-03-29,2023-01-16
8285,reservado,Dolorem accusantium a saepe.,2024-09-03,2024-06-16
88895,reservado,Corporis quas nihil dolor.,2022-07-24,2023-10-29
79248,reservado,Repellendus vel placeat.,2023-02-18,2024-07-27
71397,reservado,Impedit at id dolorem nulla.,2023-08-01,2024-08-03
47358,reservado,Eos explicabo corporis.,2022-03-06,2023-11-21
89224,alugado,Nostrum a maiores aut labore.,2023-07-18,2024-09-17
77029,reservado,Vitae rem ipsum id.,2024-01-10,2021-12-25
66200,reservado,Voluptas quam fuga deleniti.,2023-10-12,2024-09-29
46232,reservado,Dolor ex animi ad dolor.,2024-01-30,2022-07-02
80611,alugado,Qui a saepe.,2023-11-08,2024-10-23
51482,reservado,Tempore rem officia quo.,2022-12-26,2023-04-11
18,disponível,Dignissimos earum nemo quae.,2024-11-11,2023-03-24
42467,reservado,Ad sit dignissimos quos.,2022-05-27,2024-11-11
20736,alugado,Ipsa amet in.,2022-07-06,2023-07-24
19386,reservado,Vel iure error recusandae.,2024-06-15,2022-09-15
97568,disponível,Animi quis incidunt optio.,2022-01-04,2023-05-29
56143,disponível,Nulla occaecati voluptas.,2023-11-30,2023-09-22
23365,reservado,Sit nemo repellat.,2022-04-21,2022-03-13
61611,reservado,Magnam omnis quas dolore.,2023-07-01,2024-08-30
52838,alugado,Dolor autem nostrum ipsa.,2023-02-15,2023-03-06
67315,reservado,Optio iste deleniti at.,2024-07-17,2022-04-15
73413,reservado,Nam occaecati totam ducimus.,2024-04-24,2023-07-23
4014,alugado,Maiores tempore culpa fuga.,2021-12-13,2024-08-20
41110,disponível,Maiores laborum autem dolor.,2023-05-12,2023-10-22
20971,disponível,Sunt distinctio at alias ea.,2022-10-05,2021-12-18
77157,alugado,Temporibus praesentium nobis.,2022-01-29,2023-08-10
19606,alugado,Dolorum qui fugiat.,2024-05-31,2023-04-23
35061,reservado,Sit cupiditate natus.,2022-06-19,2023-10-31
14974,alugado,Eum consectetur quibusdam id.,2023-02-11,2023-07-26
34974,alugado,Quas sit eos delectus culpa.,2022-03-30,2022-05-26
74854,alugado,Voluptate rem iure.,2024-03-17,2024-09-21
2481,reservado,Tempora ab illum.,2023-07-26,2024-09-27
97822,reservado,Qui qui reprehenderit.,2024-10-15,2022-11-16
57690,reservado,Sit nulla unde asperiores.,2023-07-19,2024-07-02
65055,reservado,Ducimus temporibus sint quia.,2023-05-21,2022-11-05
87472,disponível,Tenetur eaque eligendi iste.,2024-01-31,2024-10-04
46361,reservado,Natus repellat rem unde.,2024-10-02,2022-07-25
55385,disponível,Ducimus recusandae atque.,2022-09-12,2022-08-23
74503,disponível,Repellat culpa ipsam saepe.,2022-05-20,2023-04-13
49503,alugado,Ullam voluptate doloribus.,2024-10-01,2022-11-20
60482,reservado,Ea iure amet.,2022-03-01,2024-06-18
33750,disponível,Vero at magni rem.,2024-06-29,2022-03-03
50608,disponível,Sed tenetur doloribus.,2023-02-26,2022-06-28
41881,disponível,Repellat esse quasi atque.,2024-04-07,2023-09-24
34934,reservado,Numquam voluptates dicta.,2022-10-24,2022-04-05
60578,alugado,Quia sunt ullam iusto.,2023-08-27,2024-06-05
35282,alugado,Nihil non ad atque.,2022-03-11,2023-11-14
87799,alugado,Explicabo porro quas dolorum.,2023-02-14,2023-07-01
75691,alugado,Expedita animi architecto.,2023-11-07,2022-12-20
23338,alugado,Consequatur vitae ipsum.,2022-04-14,2024-10-25
16361,alugado,Velit sapiente vel.,2022-06-28,2022-01-20
27417,alugado,Cupiditate animi natus optio.,2022-06-12,2022-04-07
17014,alugado,Blanditiis sed nulla.,2022-06-13,2022-11-30
51040,alugado,Mollitia fugit sint.,2022-11-19,2023-05-15
43453,disponível,Beatae quasi nobis dicta.,2024-07-20,2022-09-03
21864,reservado,Sed repellendus distinctio.,2024-03-15,2023-08-26
54684,alugado,Laborum voluptate similique.,2022-07-04,2023-01-08
88273,disponível,Mollitia facilis provident.,2023-03-23,2022-07-01
7024,reservado,Animi harum illum.,2022-08-16,2024-08-08
11358,disponível,Doloribus iure natus.,2024-02-13,2023-10-04
62604,reservado,Numquam autem quis iusto.,2023-04-06,2022-03-29
12676,reservado,Ipsam natus dolorem earum.,2024-10-04,2024-08-21
8740,alugado,Doloremque quae sint fugit.,2023-06-28,2023-04-01
61005,alugado,Pariatur dolore nisi quae.,2024-05-03,2024-11-03
56084,alugado,Rerum in repudiandae vero.,2022-11-14,2023-07-20
51814,disponível,Libero magnam nesciunt earum.,2023-05-07,2022-11-01
81552,disponível,Reprehenderit facere fugit.,2021-12-25,2022-10-07
66379,reservado,Libero quas similique.,2023-10-24,2023-03-26
84580,disponível,Est numquam beatae voluptas.,2022-06-23,2024-04-08
40869,reservado,Sed illo fugit alias.,2024-08-09,2023-11-19
82629,reservado,Enim corporis eveniet.,2023-10-14,2024-02-07
56605,alugado,Reiciendis nulla esse quae.,2023-08-13,2023-06-28
34591,disponível,Tempore officia ducimus.,2024-10-12,2022-02-25
58287,disponível,Neque libero quidem cum.,2023-06-02,2024-04-13
12009,reservado,Architecto temporibus id et.,2021-12-10,2023-08-31
74101,disponível,Tempora saepe eos sed.,2024-02-13,2022-02-13
35335,alugado,Cum occaecati natus eveniet.,2024-08-25,2022-08-17
5492,reservado,Sunt laboriosam error libero.,2024-10-20,2021-12-03
94970,disponível,Eaque occaecati vel nobis.,2024-09-28,2022-03-26
67653,disponível,Sed aliquam minima dolorum.,2023-11-01,2022-09-25
85636,alugado,Quod repellendus placeat.,2024-09-04,2024-02-17
90657,reservado,Quos aspernatur sit possimus.,2023-05-13,2024-10-14
40049,disponível,Tenetur nisi sequi.,2023-07-07,2023-12-05
73771,alugado,Maxime tenetur vero enim.,2022-02-28,2023-09-04
67011,reservado,Voluptate odio non.,2022-01-31,2023-09-04
79544,reservado,Libero explicabo fuga.,2023-08-07,2023-10-24
76793,alugado,Asperiores culpa nihil.,2022-08-06,2024-02-01
46460,reservado,Dolorum maiores ad quae.,2022-07-31,2022-06-15
55639,reservado,Ipsum odit quis.,2022-11-23,2024-01-06
88874,disponível,Maiores molestias corporis.,2024-07-01,2022-04-10
11985,disponível,Quia a quidem voluptatum.,2024-08-12,2023-01-29
63055,alugado,Veniam quos eum.,2023-04-12,2022-08-13
79868,reservado,Expedita enim id.,2024-01-21,2022-06-01
81130,disponível,Maiores minima a qui tempora.,2024-07-27,2022-12-31
53139,alugado,Nulla atque culpa expedita.,2023-07-26,2024-02-21
54680,alugado,Vero non hic et id.,2024-03-09,2023-02-26
35870,reservado,Dicta fuga unde.,2024-07-25,2024-05-27
39914,disponível,Alias doloremque tempora et.,2022-07-25,2022-05-17
20957,disponível,Hic autem itaque.,2024-06-10,2023-02-15
33409,alugado,Dolore ratione nulla.,2023-12-18,2023-03-07
55749,reservado,Ea ad dolore sed.,2023-12-26,2024-05-30
58826,alugado,Mollitia hic eligendi hic.,2023-03-25,2023-11-11
37611,alugado,Aperiam quibusdam tempora a.,2024-06-03,2022-08-24
710,disponível,Architecto porro dolor neque.,2023-11-19,2024-04-04
7612,alugado,Harum autem vitae veritatis.,2021-12-08,2022-10-19
95532,disponível,Sit ipsa minus ratione.,2023-05-23,2023-06-29
27758,disponível,Veritatis cupiditate fugit.,2023-07-19,2022-11-07
47798,disponível,Optio molestiae quae itaque.,2024-03-14,2023-08-09
50094,reservado,Sint quas sequi.,2022-06-25,2024-10-16
51880,alugado,Iusto nemo corrupti.,2023-05-07,2023-02-06
61194,reservado,Velit qui aliquid cumque.,2022-02-11,2024-09-18
94921,reservado,Omnis a vero necessitatibus.,2023-02-12,2023-09-17
98,disponível,Necessitatibus ex minima a.,2023-06-07,2024-03-31
31758,reservado,Dolorem harum omnis.,2023-09-14,2023-11-30
10316,alugado,Officiis sint veritatis.,2023-04-29,2022-04-27
20879,reservado,Harum itaque mollitia quis.,2024-05-30,2022-09-02
29361,alugado,Dolorum saepe aperiam sequi.,2022-06-21,2023-02-25
30088,reservado,Nobis enim eveniet et aut.,2023-10-21,2024-03-13
57132,alugado,Id architecto hic eius.,2023-06-23,2023-08-03
5839,alugado,In enim similique.,2023-05-30,2024-05-05
74105,disponível,Veniam numquam eaque eveniet.,2022-02-08,2023-09-09
69396,disponível,Amet cumque placeat magnam.,2024-01-10,2022-09-07
51685,disponível,Quo placeat in ex.,2022-09-09,2023-11-30
81967,alugado,Corporis nobis minima.,2024-07-05,2023-12-10
62523,alugado,Delectus minus iste.,2021-12-17,2024-09-19
8615,alugado,Recusandae similique aliquid.,2024-10-11,2022-12-26
8481,disponível,Recusandae minus itaque.,2024-02-24,2023-04-30
67317,alugado,Harum nobis voluptas iusto.,2024-04-05,2024-05-03
77966,alugado,Totam ullam excepturi ab.,2023-09-18,2022-09-04
13598,alugado,Harum omnis sunt quaerat non.,2023-10-19,2024-02-29
99311,reservado,Optio maxime quod.,2024-05-24,2024-04-29
54048,disponível,Natus ipsum porro saepe.,2022-10-12,2023-08-05
45443,alugado,Saepe suscipit eum saepe.,2024-02-13,2022-04-24
8576,disponível,Quam laborum fuga incidunt.,2022-01-07,2022-10-24
48814,disponível,Voluptatum et fugit quia.,2022-06-25,2022-07-09
83890,reservado,Vero a sint.,2024-06-17,2023-07-08
26386,alugado,Velit natus eum recusandae.,2023-12-05,2024-01-19
38603,alugado,Ex dolorum facere.,2024-08-18,2022-02-10
60523,alugado,Sed inventore at commodi et.,2023-02-17,2023-08-10
98806,alugado,Qui a quo eum nisi nemo.,2024-07-10,2024-08-26
56097,alugado,Temporibus porro ratione.,2022-11-27,2023-07-20
72921,disponível,Sequi quia repudiandae animi.,2023-06-12,2024-05-16
37248,disponível,Iusto fugiat assumenda.,2023-02-14,2022-01-20
7418,disponível,Quidem quis suscipit ea ea.,2022-02-06,2022-10-07
4039,reservado,In vero est ipsum.,2022-03-13,2021-12-25
59018,disponível,Dicta nemo vero esse ab.,2023-01-31,2024-05-08
29651,reservado,Mollitia fugit pariatur.,2024-07-15,2022-05-24
95796,disponível,Ex magni vitae nam sapiente.,2023-07-27,2023-03-13
2211,alugado,Quas est totam.,2024-10-08,2023-11-14
53920,alugado,Pariatur illo quam dolore.,2024-01-22,2023-08-24
64906,reservado,Corporis neque aut.,2023-06-01,2023-04-27
63263,reservado,Corporis cum vero aspernatur.,2024-03-10,2022-12-19
19960,disponível,Nam autem reprehenderit.,2022-12-28,2023-11-05
63718,alugado,Officiis id sequi harum.,2022-05-28,2022-07-13
15568,alugado,Doloremque eum ipsa.,2023-01-08,2024-07-15
94747,reservado,Praesentium nulla molestiae.,2024-08-24,2024-03-25
80852,reservado,Beatae ut et a laboriosam.,2023-08-04,2023-03-23
73771,alugado,In adipisci mollitia rem.,2023-09-20,2022-08-30
23078,disponível,Sed quo facilis.,2024-02-26,2024-01-22
9219,alugado,In veritatis sequi id.,2023-08-01,2023-11-22
467,reservado,Quisquam accusamus dolore.,2022-01-02,2022-03-02
89916,disponível,Quasi atque quae laborum.,2023-10-27,2023-03-29
86241,reservado,Minus officia tempore.,2022-10-24,2022-02-20
51167,disponível,Sunt officiis aliquam facere.,2022-12-21,2022-03-10
321,alugado,Cumque ab voluptatem.,2024-06-05,2022-10-20
37618,reservado,Ducimus pariatur suscipit.,2023-02-05,2022-09-01
50204,alugado,Dignissimos nam possimus.,2022-09-27,2022-03-03
28278,disponível,Reprehenderit ab tenetur.,2023-07-10,2024-10-01
24994,disponível,Quasi natus tenetur dicta a.,2021-12-09,2023-11-11
54758,reservado,Ipsam nisi hic similique.,2022-06-21,2023-01-31
56013,disponível,Non et vel vero ea ab.,2023-01-23,2023-08-22
35736,alugado,In quae delectus omnis.,2023-03-20,2024-02-09
68801,reservado,Quo porro soluta deleniti.,2023-12-28,2023-11-14
62505,alugado,Ab debitis quia tempore.,2022-05-12,2023-12-02
9662,disponível,Unde sint vitae deserunt.,2022-12-16,2022-06-28
40574,disponível,Doloribus nesciunt rem magni.,2022-07-16,2024-07-05
2164,disponível,Ut dolorem magni molestias.,2022-01-26,2022-02-19
18407,alugado,Facere vero mollitia.,2022-07-22,2024-09-11
55798,disponível,Quam repellendus minima iste.,2021-12-15,2024-09-25
19955,alugado,Laborum recusandae eius cum.,2024-04-06,2023-08-14
888,disponível,Impedit repellat eum sit.,2021-11-30,2024-09-22
50120,alugado,Vero ex excepturi ullam nemo.,2022-11-10,2022-01-04
98742,alugado,Alias amet incidunt.,2023-10-25,2024-02-02
21411,reservado,Vel aliquam sit sapiente.,2022-02-16,2021-12-25
92922,reservado,Repudiandae officia ex.,2022-08-20,2023-02-28
99142,alugado,Ad architecto facilis enim.,2023-06-02,2022-07-14
72932,alugado,Eos fuga at ipsum nemo.,2023-07-03,2022-08-30
92840,alugado,Dolorem neque ab sit qui.,2022-05-16,2024-05-25
36614,reservado,Sed atque at.,2022-03-17,2024-06-11
66459,disponível,Molestiae sunt earum ab.,2023-03-15,2024-09-07
5381,alugado,Animi dicta eaque magni sed.,2022-11-22,2023-01-03
86532,disponível,Suscipit ratione magnam.,2023-07-10,2022-05-11
36390,disponível,Possimus enim corrupti porro.,2024-07-16,2023-12-20
34042,disponível,Assumenda odio suscipit esse.,2022-04-08,2024-07-13
85078,alugado,Quis vel eaque.,2024-10-02,2023-09-17
57625,reservado,Laudantium maxime impedit.,2022-01-09,2023-05-20
90348,alugado,Nihil neque praesentium.,2024-01-12,2022-12-17
