idestado,nome_estado,sigla_estado
47632,Goiás,RN
78291,Rio Grande do Sul,MT
54150,Paraná,MG
16624,Roraima,RS
67437,Mato Grosso do Sul,AM
81885,Amazonas,MG
50242,Rio Grande do Norte,AP
46182,Mato Grosso do Sul,GO
13139,Tocantins,MA
53510,Minas Gerais,AC
66007,Paraná,SP
83746,Alagoas,AC
3217,Tocantins,MT
62770,Roraima,AP
7615,São Paulo,PB
6255,Amazonas,PE
9162,Ceará,CE
59688,Rio de Janeiro,PI
31388,Rondônia,MA
32792,Rio Grande do Norte,PB
10472,Sergipe,SP
48642,Sergipe,RR
74530,Amazonas,MT
45203,Rio de Janeiro,DF
39745,Paraná,PR
74442,Pará,PB
55193,Rondônia,MA
53053,Distrito Federal,DF
95938,São Paulo,AM
44968,Rondônia,AP
72909,Paraíba,BA
99465,Acre,TO
28345,Piauí,PB
32866,Ceará,MT
98204,Paraíba,AM
37555,Amazonas,AM
24785,Alagoas,MA
20562,Maranhão,AC
58063,Amapá,RO
53055,Piauí,RJ
70530,Mato Grosso do Sul,MG
31480,São Paulo,CE
26966,Goiás,SE
41982,Rio Grande do Sul,RJ
99215,Mato Grosso do Sul,RS
36592,Acre,CE
55558,Amapá,PE
73010,Santa Catarina,RR
55821,Distrito Federal,AM
78767,Bahia,GO
43936,Minas Gerais,CE
22777,Santa Catarina,TO
43521,Maranhão,AM
35214,Espírito Santo,TO
73050,Maranhão,PA
70597,Alagoas,PA
65902,Goiás,GO
42691,Roraima,MG
65689,Rio Grande do Sul,MG
17978,Amazonas,RO
28280,Distrito Federal,RO
32846,Espírito Santo,RS
43234,Espírito Santo,PI
25161,Espírito Santo,MA
72931,Tocantins,RJ
59324,Distrito Federal,GO
23436,Pernambuco,PI
94868,Amazonas,BA
30572,Amapá,AC
45642,Mato Grosso do Sul,AC
97631,Amapá,PB
26731,Paraná,RO
41209,Distrito Federal,PI
76607,Minas Gerais,PA
12219,Acre,PA
44225,São Paulo,CE
79937,Distrito Federal,SP
15796,Rio Grande do Norte,ES
62429,Tocantins,AC
87048,Rio Grande do Sul,TO
95823,Rio Grande do Sul,AM
58034,Sergipe,SE
36234,Espírito Santo,GO
19450,Bahia,AP
21594,Espírito Santo,RN
81088,Maranhão,MG
8699,Sergipe,AP
69888,São Paulo,SC
28049,Rondônia,CE
97271,Distrito Federal,MG
73352,Rio de Janeiro,ES
16342,Bahia,DF
11596,Goiás,PI
9006,Espírito Santo,BA
25487,Rio Grande do Norte,GO
22078,São Paulo,MG
63868,Pernambuco,RJ
81405,Pará,RO
16512,Pará,MT
1476,Rio Grande do Sul,PB
77627,Bahia,CE
51191,Mato Grosso,PR
51760,Santa Catarina,MT
43151,Piauí,RJ
16377,Goiás,PR
51098,Paraíba,AL
23873,Goiás,PR
5946,Ceará,GO
80696,Acre,MT
2122,Santa Catarina,MA
12934,Rio de Janeiro,MG
55381,Distrito Federal,ES
38246,Pará,AL
36049,Espírito Santo,MS
46562,Piauí,PB
84485,Ceará,MG
56280,Piauí,ES
28688,Santa Catarina,MS
32881,Goiás,PB
55848,Rio Grande do Norte,RS
95339,Sergipe,PI
7295,Paraná,MA
24515,Pernambuco,AC
56762,Amazonas,ES
20763,Mato Grosso,AM
56572,São Paulo,AC
70535,Distrito Federal,MG
86408,Goiás,RN
72628,Tocantins,SP
88122,Pará,GO
99529,Mato Grosso do Sul,RR
65560,Tocantins,SE
77997,Bahia,RJ
74872,Paraná,MT
86775,Tocantins,SP
1426,Santa Catarina,MG
84328,Alagoas,AC
41286,Pernambuco,TO
69439,Rio de Janeiro,SE
54597,Paraíba,PI
13038,São Paulo,MS
82642,Tocantins,SP
18125,Maranhão,DF
27366,Acre,PR
39515,Alagoas,GO
15945,Paraná,AP
41699,Rio Grande do Sul,MG
91795,Rondônia,RJ
35650,Sergipe,PI
49168,Mato Grosso,SC
98550,Sergipe,RJ
67591,Tocantins,SE
92586,Amazonas,PR
56908,Mato Grosso do Sul,SC
19094,Mato Grosso do Sul,SP
96397,Minas Gerais,RN
72663,Sergipe,TO
60729,Rio Grande do Sul,PA
34483,Espírito Santo,BA
98820,Rio Grande do Norte,TO
71809,Amapá,RR
48094,Rio de Janeiro,PA
27483,Roraima,RJ
54202,Pará,PI
43353,Espírito Santo,BA
88,Acre,AM
95546,Amapá,RR
96951,Pernambuco,RJ
78202,Rio de Janeiro,RJ
8880,Paraíba,AC
47755,Paraná,PB
28688,Bahia,PI
97514,Alagoas,AP
81579,Bahia,MT
79369,Bahia,MS
59977,Goiás,PA
43263,Sergipe,ES
36095,Amapá,CE
63378,São Paulo,ES
27391,Alagoas,BA
82284,Santa Catarina,SE
8736,Santa Catarina,PI
76285,Roraima,RR
79872,Mato Grosso do Sul,MT
87021,Amapá,SP
85355,Rio Grande do Norte,PE
63702,Rondônia,SE
10493,Rio Grande do Sul,SP
17117,Distrito Federal,RO
40478,Mato Grosso,MA
39454,Roraima,BA
67106,Mato Grosso,TO
18716,Amapá,RN
81076,Sergipe,PI
10315,Acre,BA
73119,Amazonas,SP
82952,Pernambuco,DF
46131,Rio Grande do Norte,AM
23213,Amapá,DF
96825,Sergipe,AM
45101,Acre,PR
45542,São Paulo,AL
78482,Acre,MT
56264,Pará,PI
71670,Paraná,RN
41239,Roraima,BA
23684,Espírito Santo,RO
79515,Alagoas,AC
58736,Roraima,GO
25458,Paraíba,RJ
83907,Paraná,MS
62276,Piauí,PA
50763,Pará,RO
54259,Goiás,AL
38971,Paraíba,RR
70485,Ceará,PR
93634,Ceará,MT
9616,Roraima,DF
10773,São Paulo,PA
36105,São Paulo,PA
91950,Bahia,AP
57968,Amazonas,TO
73019,Rio de Janeiro,AC
36464,Maranhão,RJ
60427,Rio Grande do Sul,SE
82436,Roraima,RJ
30385,Rio Grande do Sul,AL
39617,Paraná,MS
96847,Goiás,MT
52999,Sergipe,PB
35065,Minas Gerais,ES
22342,Paraíba,RS
61343,Santa Catarina,AL
27223,Santa Catarina,MG
19122,Goiás,PE
46309,Rondônia,SC
77507,Rio de Janeiro,ES
22984,Santa Catarina,SE
15207,Minas Gerais,PE
68472,Bahia,ES
34322,Piauí,ES
77181,Amazonas,SP
1797,Paraíba,SE
79410,Amazonas,RJ
27354,Santa Catarina,RJ
23903,Rio de Janeiro,MG
67206,Pará,SE
61345,Paraíba,RN
36129,Rio Grande do Sul,RR
4745,Rio Grande do Sul,TO
76571,Roraima,PE
7199,Rio Grande do Norte,CE
56605,Amapá,SP
94234,Amapá,AP
46970,São Paulo,ES
96284,Rondônia,DF
80643,São Paulo,AC
37410,Maranhão,RN
724,Paraná,BA
97222,Rio Grande do Norte,SP
83958,Rio Grande do Sul,CE
39786,Goiás,RJ
42756,Alagoas,MT
6915,São Paulo,RS
65399,Alagoas,MA
55848,Sergipe,RJ
11424,Goiás,MG
34261,Acre,SP
45012,Paraíba,RO
30235,Sergipe,SP
8242,Alagoas,DF
70306,Rio de Janeiro,RJ
32584,São Paulo,BA
9902,Piauí,DF
54664,Tocantins,RN
19546,Ceará,RS
7331,Rio Grande do Norte,TO
52661,Paraíba,BA
44431,Distrito Federal,CE
87713,Sergipe,SE
76991,Rondônia,RN
92609,Amazonas,GO
32428,Rondônia,RO
47497,São Paulo,MT
47801,Amapá,PI
83311,Alagoas,PB
44174,Rio Grande do Sul,PB
86998,Sergipe,TO
60125,Mato Grosso,PI
40370,Ceará,AP
38888,Piauí,AP
1780,Rondônia,RS
32159,Mato Grosso do Sul,RJ
69372,Paraná,PI
41964,Paraná,PR
43155,Pernambuco,MS
6839,Rio Grande do Norte,SC
44397,Alagoas,RR
64088,Mato Grosso,MT
67862,Roraima,SE
73820,Santa Catarina,MT
84902,Pará,ES
12690,Rio Grande do Sul,ES
414,Mato Grosso,MA
11908,Mato Grosso do Sul,PB
51300,Rio de Janeiro,PE
42490,Acre,PA
3336,Amazonas,SP
91288,Rio Grande do Sul,PE
33421,Pará,BA
24174,Ceará,MG
25268,Mato Grosso do Sul,PA
73759,Amazonas,RJ
74800,Tocantins,PE
87270,Maranhão,DF
95398,São Paulo,RO
38193,Sergipe,PE
15501,Rio Grande do Sul,PE
88706,Santa Catarina,AP
98856,Rondônia,DF
95177,Amapá,AC
23156,Pará,RN
22250,Paraíba,AM
63315,Goiás,PB
37999,Sergipe,TO
11150,Piauí,SC
10551,Acre,SP
87831,Amapá,TO
78412,Maranhão,CE
56738,Paraíba,SP
53161,Amapá,MA
45064,Mato Grosso,MA
10,Minas Gerais,GO
18721,Tocantins,CE
28018,Ceará,MG
79225,Bahia,TO
82181,Paraná,ES
31713,Ceará,SE
60482,Amapá,TO
16885,Rio de Janeiro,RN
76434,Mato Grosso do Sul,RS
95100,Mato Grosso,AP
67156,Rio Grande do Norte,MG
99804,Maranhão,SP
7570,Mato Grosso do Sul,GO
80611,Bahia,PI
18078,Pernambuco,RJ
91629,São Paulo,RR
23199,São Paulo,MA
80641,Maranhão,PA
88973,Amazonas,PA
49264,Acre,MA
50111,Pernambuco,MA
23217,Pernambuco,BA
40814,Rio de Janeiro,AC
86032,Maranhão,AC
20753,Goiás,RS
71447,Goiás,BA
66996,Ceará,AP
13990,Rio de Janeiro,RS
63773,São Paulo,BA
36973,Alagoas,RS
81317,Rio Grande do Sul,RO
1030,Distrito Federal,DF
24180,Alagoas,ES
88056,Paraíba,MA
89539,Piauí,MG
7943,Sergipe,GO
31926,Distrito Federal,PE
58425,Goiás,MG
85219,Tocantins,AM
33368,Tocantins,RO
2307,Mato Grosso,PI
29482,Amazonas,RO
75695,Acre,RJ
41087,São Paulo,MS
17775,Goiás,GO
36629,Alagoas,AP
21127,Goiás,PB
97132,Goiás,PA
40824,São Paulo,MA
25728,Piauí,AM
80034,Pernambuco,MG
40746,Mato Grosso,AP
29772,Pará,PA
91481,São Paulo,SC
8280,Pará,ES
68572,Paraná,AM
75690,Distrito Federal,RO
27623,Paraná,TO
72698,Rondônia,MS
35097,Sergipe,RS
40494,Paraná,PI
2108,Santa Catarina,SE
86906,Espírito Santo,CE
34132,Amapá,RJ
78535,Amapá,PA
90687,Amapá,AC
4469,Espírito Santo,PE
48825,Amazonas,SE
479,Santa Catarina,SE
36687,Santa Catarina,AC
98779,Rio Grande do Norte,GO
85255,Rondônia,AP
49543,Rio Grande do Norte,MT
53603,Roraima,RO
51215,Goiás,GO
1556,Ceará,PE
10443,Sergipe,PI
34383,Acre,MG
56339,Rio Grande do Norte,AP
99186,Acre,DF
17117,Mato Grosso do Sul,AP
9408,Alagoas,RR
6998,Mato Grosso do Sul,GO
91488,São Paulo,MA
68423,Mato Grosso,AP
97352,Rio Grande do Norte,PA
57235,Distrito Federal,AP
36093,Sergipe,PE
76811,Sergipe,RN
22908,Paraíba,MG
17433,Ceará,BA
90679,Goiás,TO
91767,Rio de Janeiro,BA
68848,Paraná,PB
2712,Espírito Santo,PI
53775,Mato Grosso do Sul,CE
24986,Espírito Santo,RN
65348,Tocantins,CE
89257,Ceará,ES
10983,Maranhão,MG
53195,Alagoas,MA
93688,Distrito Federal,SP
47384,Paraná,PE
17033,Minas Gerais,MT
98602,Piauí,ES
80501,Tocantins,DF
53587,Pará,SC
72960,Minas Gerais,RS
19691,Espírito Santo,PA
73794,Acre,MT
68504,Rio Grande do Sul,SC
70834,Amapá,SE
47639,Ceará,MA
47572,Distrito Federal,CE
54922,Tocantins,MT
4717,Amapá,ES
75270,Amazonas,SE
45605,Paraíba,PI
44954,Pará,MT
76033,Goiás,PA
86469,Santa Catarina,AC
69297,Sergipe,RO
327,Tocantins,CE
7740,Espírito Santo,RO
94550,Tocantins,ES
93950,Piauí,MG
45721,Rondônia,MG
80226,Rio de Janeiro,CE
87554,Santa Catarina,MA
36579,Ceará,RR
12871,Paraná,TO
63956,Acre,MA
86744,Sergipe,AM
58299,Paraíba,AM
8392,Pernambuco,MS
34872,Tocantins,AM
74240,Pará,AP
81778,Pernambuco,DF
29531,Distrito Federal,PB
36277,Distrito Federal,RN
34471,Amapá,RS
65248,Goiás,BA
95991,Piauí,TO
14972,Piauí,BA
1323,Ceará,BA
8806,Pará,SE
80248,Pará,BA
17798,Piauí,MS
5448,Rio de Janeiro,PB
4397,Maranhão,AP
48237,Tocantins,BA
26983,Paraná,PA
61741,Roraima,PB
52041,Espírito Santo,MA
21381,Pernambuco,AM
25713,Espírito Santo,AL
78745,Ceará,RR
91563,São Paulo,RS
78958,Mato Grosso do Sul,PI
6204,Roraima,SE
14810,Minas Gerais,PA
22512,Bahia,PI
96341,Amazonas,MS
1716,Santa Catarina,CE
66601,Santa Catarina,AP
35334,Paraíba,RN
73963,Tocantins,RR
78577,Bahia,SE
86859,Pará,MS
80973,Piauí,DF
30124,Minas Gerais,RJ
62393,Bahia,ES
96925,Paraná,AC
34564,Alagoas,CE
26643,São Paulo,RR
37656,Espírito Santo,SP
31825,Rio Grande do Sul,SP
24845,Rio Grande do Norte,RS
64175,Paraíba,AM
23724,Rio Grande do Sul,BA
97,Pará,SE
27490,Rio Grande do Norte,TO
46515,Distrito Federal,CE
15623,Tocantins,BA
46444,Minas Gerais,PE
19559,Rio Grande do Norte,SE
76634,Distrito Federal,PB
53957,Rondônia,MS
1152,Acre,SP
96983,Mato Grosso do Sul,BA
83939,Paraíba,PA
9893,Bahia,RN
68370,Goiás,CE
21801,Acre,MA
47712,São Paulo,PR
69050,Alagoas,MT
83098,Goiás,MS
71633,Distrito Federal,DF
88703,Distrito Federal,AP
95226,Maranhão,BA
53130,Pará,AC
12273,São Paulo,AC
79537,São Paulo,BA
96314,Pernambuco,PR
33960,Sergipe,SP
68726,Santa Catarina,PI
86966,Alagoas,CE
73476,Piauí,MS
26185,Paraíba,SE
46738,Paraíba,SC
13452,Paraná,PI
26168,Rio Grande do Norte,TO
3099,Amapá,TO
80364,Pernambuco,DF
11301,Rio de Janeiro,PI
85649,Mato Grosso do Sul,MS
4422,Minas Gerais,DF
79953,Ceará,RO
34118,Maranhão,PR
19594,Goiás,DF
46319,Amapá,MS
402,Espírito Santo,BA
48255,Espírito Santo,RO
67504,Minas Gerais,PB
7327,São Paulo,RS
5088,Alagoas,PA
38624,Pará,AL
91961,Ceará,RO
64247,Maranhão,SP
21605,Amapá,TO
91054,Goiás,MS
53386,Goiás,MS
90366,Paraná,DF
54268,Rio Grande do Norte,MS
36978,São Paulo,TO
89845,Maranhão,PI
96029,Goiás,AP
29974,Paraíba,MA
63537,Acre,SE
57255,Santa Catarina,MA
30984,Bahia,DF
65060,Santa Catarina,PB
92235,Amazonas,MG
43817,Santa Catarina,CE
11661,São Paulo,PE
97687,Amazonas,CE
538,Maranhão,CE
8677,Mato Grosso,PA
49482,Maranhão,SP
85675,Alagoas,PI
23679,Rondônia,AL
58799,Minas Gerais,GO
18314,Maranhão,MA
75556,São Paulo,SC
91160,Sergipe,MG
91773,Sergipe,BA
98334,Maranhão,SP
192,Amazonas,AM
87530,Rio de Janeiro,MS
22227,Roraima,AL
67652,Paraíba,AP
28871,Pará,TO
30727,Ceará,RR
57218,Tocantins,PR
29732,Rio de Janeiro,CE
74128,Amazonas,PB
72267,Espírito Santo,RN
96576,Santa Catarina,RO
85882,Paraíba,SE
20237,Santa Catarina,RN
2310,Santa Catarina,TO
2605,Ceará,RO
29838,Santa Catarina,AM
56837,Bahia,MS
91822,Mato Grosso do Sul,MT
32458,Paraná,SC
29979,Pernambuco,MT
24780,Alagoas,AL
39307,Acre,MG
74205,Rio Grande do Sul,MA
67984,Acre,RJ
31214,Ceará,RR
45021,Rondônia,AM
20558,Alagoas,ES
90123,Amazonas,AP
73485,Mato Grosso,PE
36006,Minas Gerais,RR
37837,Pernambuco,TO
42246,Pernambuco,MA
63963,Alagoas,PE
17356,Pará,RO
61206,Maranhão,RS
35628,Espírito Santo,ES
92274,Mato Grosso do Sul,RJ
70250,Rio Grande do Sul,ES
75638,Roraima,MG
81300,Bahia,GO
40854,Pernambuco,RS
91510,Mato Grosso do Sul,BA
47241,Alagoas,MT
7936,Roraima,PA
37176,Maranhão,DF
46860,Rio Grande do Sul,SE
77420,Rondônia,AM
73174,Distrito Federal,BA
90951,Espírito Santo,PE
3519,Maranhão,CE
1474,Sergipe,GO
80615,Rio Grande do Norte,AM
44461,Rio Grande do Sul,MT
1472,Distrito Federal,PE
36622,Alagoas,RN
40537,Ceará,MA
18238,Santa Catarina,CE
7235,Alagoas,GO
61200,Santa Catarina,BA
16193,Espírito Santo,MS
32496,Goiás,PI
71692,Piauí,PA
13841,Pernambuco,AC
58105,Distrito Federal,MA
37947,Sergipe,RJ
39948,Santa Catarina,PI
62821,Rio de Janeiro,RO
1883,Roraima,SE
92258,Rio de Janeiro,MS
25649,Maranhão,MA
19747,Goiás,PB
32082,Acre,RN
80457,Minas Gerais,PE
80429,Pernambuco,MS
64190,São Paulo,RR
99856,Alagoas,PA
43117,Roraima,SE
18467,Roraima,SC
64476,Paraná,RJ
34701,Paraíba,RS
83586,Santa Catarina,TO
75605,Tocantins,ES
4633,Pará,RO
91953,Piauí,SP
25874,Sergipe,CE
59448,Piauí,PR
70485,Maranhão,AP
84204,Paraná,MA
16098,Distrito Federal,GO
8769,Minas Gerais,SE
62367,Minas Gerais,SP
51641,Tocantins,RS
16376,Acre,BA
362,Paraná,TO
43793,Pernambuco,AL
6312,Minas Gerais,AP
42347,Espírito Santo,RO
99077,Mato Grosso do Sul,PR
7531,Espírito Santo,ES
69028,Amapá,RN
32159,Maranhão,TO
75456,Alagoas,AP
46241,Sergipe,GO
17879,Santa Catarina,PA
69772,Rio de Janeiro,RJ
86262,Piauí,SC
94312,Paraná,SC
62249,Sergipe,SC
21422,Maranhão,SE
72466,Rio Grande do Sul,MT
27470,Bahia,SE
60087,Mato Grosso,AP
19127,Distrito Federal,PE
76945,Roraima,RS
5396,Amazonas,DF
25693,Santa Catarina,AM
80939,Santa Catarina,MG
85666,Santa Catarina,CE
35608,Pernambuco,RJ
17985,São Paulo,PB
40640,Rio de Janeiro,CE
44476,Pernambuco,SE
49962,Amapá,PE
44424,Rio Grande do Norte,DF
33379,Goiás,RO
22330,Piauí,RN
91750,Goiás,AP
63808,São Paulo,DF
91873,Minas Gerais,SC
75121,Pernambuco,MS
76964,Rio Grande do Norte,RO
71454,Distrito Federal,SP
97531,Pará,RN
5809,Goiás,CE
71055,Minas Gerais,GO
35575,Amazonas,RS
24308,São Paulo,ES
16831,Paraíba,RR
38627,Paraíba,MG
6538,Minas Gerais,MS
90723,Alagoas,SP
64072,Sergipe,DF
57383,Amapá,ES
76380,Roraima,DF
79332,Amazonas,PR
56108,Sergipe,RR
40873,Paraíba,SP
37801,Ceará,SP
93175,Tocantins,CE
25640,Rondônia,AL
32908,Alagoas,AL
97467,Paraíba,AL
1571,Rondônia,RN
76417,Mato Grosso do Sul,SP
45698,Acre,BA
90254,Pará,SP
58794,Amapá,PA
22347,Distrito Federal,TO
3638,Pernambuco,RS
15672,Bahia,AM
92654,Rio de Janeiro,RJ
95386,Mato Grosso,SC
95623,Santa Catarina,BA
60151,Alagoas,MS
24447,Paraná,RJ
14015,Pernambuco,AM
90582,Minas Gerais,AM
3481,Rio Grande do Norte,PR
25298,Goiás,PI
2756,Acre,MS
21223,Distrito Federal,MA
7966,Tocantins,PI
12716,Distrito Federal,AP
79227,Rio Grande do Sul,RR
61402,Paraíba,DF
28680,Roraima,RS
7823,Tocantins,SC
48406,Roraima,PE
17109,Maranhão,MS
32950,Santa Catarina,MS
23673,Roraima,GO
52613,Piauí,RO
32383,Espírito Santo,PR
19030,Sergipe,AP
98727,Mato Grosso do Sul,MT
86852,Roraima,AM
81689,Rio de Janeiro,BA
82486,Alagoas,GO
35621,Tocantins,BA
49530,Mato Grosso do Sul,RN
55478,Amapá,RR
81457,Sergipe,PE
24787,Sergipe,MT
10217,Maranhão,GO
94104,Acre,BA
75547,Roraima,TO
92946,Santa Catarina,ES
34300,Ceará,AP
8396,Alagoas,RJ
63477,Mato Grosso do Sul,RJ
76179,Rio Grande do Sul,TO
21873,Paraná,GO
61481,Rondônia,MS
80356,Maranhão,RN
85043,Minas Gerais,AM
14819,Pará,TO
5500,Roraima,RJ
92493,Rio Grande do Sul,PI
88027,Mato Grosso do Sul,RS
18080,Rio Grande do Norte,AM
24564,Piauí,CE
90927,Ceará,PI
20270,Minas Gerais,MG
74362,Acre,RR
91713,Paraná,RJ
95147,Roraima,AM
50669,Rio Grande do Norte,AP
45965,Minas Gerais,TO
64536,Distrito Federal,PR
74450,São Paulo,TO
37080,Acre,BA
8610,Paraná,AM
13086,Mato Grosso,RJ
48614,Sergipe,SP
15535,Amazonas,PB
2604,Distrito Federal,TO
19450,Minas Gerais,AC
27174,Piauí,PE
8663,Maranhão,GO
2317,Maranhão,SC
20375,Mato Grosso do Sul,MS
58821,Piauí,MA
19183,Paraná,TO
22132,Piauí,GO
47200,Alagoas,RR
50276,Amapá,SE
58800,Santa Catarina,RR
22789,Maranhão,TO
32725,Rondônia,SP
81674,Paraná,RS
46498,Distrito Federal,GO
12450,Santa Catarina,SP
95254,Sergipe,SC
7982,Pernambuco,RN
52236,Acre,RS
71780,Espírito Santo,MS
53228,Mato Grosso do Sul,TO
26149,Santa Catarina,TO
90097,Amapá,RO
98072,Rondônia,MG
15562,Ceará,AP
53103,Mato Grosso,PA
79796,Santa Catarina,AM
74318,Pará,SP
49601,Amazonas,TO
79100,Rio de Janeiro,AL
20469,Paraíba,GO
6511,Distrito Federal,AL
70213,Alagoas,PE
20926,Bahia,MA
333,Santa Catarina,RR
81476,Rio Grande do Norte,AP
602,Mato Grosso,MA
17800,Amapá,AM
16927,Sergipe,MA
68939,Bahia,PA
27352,Espírito Santo,CE
87724,Minas Gerais,AP
896,Amapá,PE
40284,Santa Catarina,GO
12172,Acre,MA
97619,Rio Grande do Norte,CE
18235,Pará,AL
57646,Rio Grande do Sul,SE
54328,Mato Grosso,PB
10152,Bahia,SE
79579,Rio Grande do Sul,AC
3458,Rio Grande do Norte,AC
49884,Bahia,AM
89848,Pará,GO
71073,Pará,ES
50213,Santa Catarina,ES
60261,Minas Gerais,TO
45661,Paraná,AL
27221,Santa Catarina,RN
92148,Maranhão,PR
39001,Tocantins,AP
5402,Rio Grande do Norte,RR
70374,Amapá,AP
75846,Acre,MS
2120,Distrito Federal,GO
56457,Tocantins,MA
40108,Rio Grande do Norte,AC
49788,São Paulo,AP
74340,Alagoas,MS
35342,Pernambuco,PI
36656,Distrito Federal,PE
7275,Sergipe,MS
71684,Pará,SE
96646,Espírito Santo,PE
38573,Sergipe,PA
77710,Distrito Federal,PA
16205,Rio Grande do Norte,MA
69977,Roraima,SP
79970,Minas Gerais,PI
13895,Roraima,SP
93097,Sergipe,ES
78765,Paraíba,SE
24640,São Paulo,RJ
78891,Piauí,SE
10531,Pernambuco,RR
50985,Paraíba,CE
6839,Mato Grosso do Sul,DF
55657,Mato Grosso do Sul,RS
96136,Espírito Santo,BA
96855,Pernambuco,RJ
55998,Paraná,PR
88269,Amazonas,PR
79300,Alagoas,MA
93776,Bahia,RN
76079,Alagoas,AC
70470,Acre,PR
51929,Minas Gerais,AP
17284,Acre,BA
88942,Acre,AL
33261,Roraima,MA
37167,Amapá,ES
34701,Distrito Federal,SP
3246,Sergipe,BA
69915,Rio Grande do Norte,RR
65708,Paraná,SE
24147,Distrito Federal,MS
93921,Maranhão,MG
2108,Pernambuco,RR
25396,Bahia,SE
42273,Sergipe,RS
85675,Distrito Federal,AP
96447,Goiás,AC
59544,Distrito Federal,ES
51952,Rondônia,RS
50459,Acre,AM
49280,Tocantins,ES
43203,Alagoas,AP
92692,Paraíba,RJ
81015,Piauí,SC
15903,Ceará,DF
80720,Piauí,TO
84002,Paraíba,SC
58721,Tocantins,AL
29745,Piauí,BA
93377,Rio Grande do Sul,ES
17542,Pernambuco,AP
25665,Mato Grosso do Sul,AL
68696,Tocantins,PI
475,Tocantins,MS
50505,Bahia,RO
21850,Ceará,SC
44142,Rondônia,MT
45724,Bahia,BA
11053,Amazonas,PI
71682,Santa Catarina,PI
22676,Amapá,MS
85349,Rio de Janeiro,RN
78369,Alagoas,ES
3011,Amapá,AP
13238,Goiás,DF
2306,Maranhão,PI
25897,Rio de Janeiro,RO
13308,Ceará,RN
53778,Bahia,MG
24765,Santa Catarina,TO
79585,Maranhão,PA
86982,Roraima,PI
79524,Paraíba,AP
90056,Paraíba,AC
69861,Paraná,TO
7068,Maranhão,PB
2552,Pará,PI
11370,Espírito Santo,MT
2162,Rio Grande do Norte,GO
35470,Rio de Janeiro,SC
68188,Ceará,AM
62593,Maranhão,RO
67643,Goiás,MG
75977,Paraná,PI
84013,Goiás,PB
69553,Paraíba,RO
5983,Paraná,MG
81310,Bahia,AP
47129,Maranhão,CE
51143,Rio de Janeiro,MS
24132,Amapá,MA
1195,Rio de Janeiro,AC
67002,Mato Grosso do Sul,AL
6331,Sergipe,RS
76989,Minas Gerais,RJ
63076,Mato Grosso,DF
73315,São Paulo,AC
68452,Rio de Janeiro,TO
278,Mato Grosso,AM
18629,Minas Gerais,AL
6440,Espírito Santo,PE
80751,Bahia,RN
72128,Alagoas,RR
91272,Maranhão,AP
89433,Bahia,GO
62168,São Paulo,RJ
19818,Pernambuco,DF
67571,Roraima,BA
99422,Acre,AL
58710,Distrito Federal,MS
74394,Maranhão,RJ
23580,Pernambuco,PE
74914,Rio de Janeiro,TO
4146,Minas Gerais,PR
62999,Amazonas,RN
50780,Paraíba,TO
33829,Pará,SC
50378,Distrito Federal,ES
79660,Rio Grande do Norte,RO
25612,Goiás,RO
66814,Pará,GO
23454,Alagoas,MG
52101,Pernambuco,AP
24135,Sergipe,PR
65984,Acre,RR
14929,Pará,PR
54245,Amazonas,PB
84524,Mato Grosso do Sul,CE
7639,Espírito Santo,DF
81687,Paraná,MA
21524,Santa Catarina,SP
80546,Amazonas,MA
77644,Santa Catarina,MS
44212,Espírito Santo,CE
19937,Alagoas,MG
11958,Bahia,GO
5590,Goiás,AM
36280,Paraná,PR
74558,Roraima,SC
70736,Maranhão,SC
21921,Mato Grosso,TO
70927,Bahia,TO
76728,Mato Grosso do Sul,RN
60986,Paraná,RS
51588,Minas Gerais,ES
20877,Minas Gerais,SP
51485,Rio de Janeiro,RO
25445,Ceará,SE
63884,Sergipe,AC
23842,Paraíba,MT
91673,Pará,MG
76549,Acre,ES
36269,Pará,SE
76107,Espírito Santo,SC
25303,Rondônia,AM
83936,Espírito Santo,PB
69726,Piauí,AL
14433,Amazonas,RS
98144,Mato Grosso,CE
50692,Minas Gerais,RR
25837,São Paulo,PA
77105,Maranhão,SP
87186,Paraíba,PA
33885,Rio de Janeiro,AC
77641,Goiás,AC
74520,Sergipe,CE
82270,Roraima,SE
69126,Ceará,MG
88467,Piauí,AM
32211,Distrito Federal,RS
48041,Paraíba,MA
35542,Paraíba,PB
20024,Piauí,SP
74641,Espírito Santo,GO
35674,Roraima,MA
54411,Mato Grosso do Sul,PB
76322,Espírito Santo,BA
39686,Roraima,AP
73413,Goiás,SP
79627,Mato Grosso do Sul,SC
52099,Maranhão,MS
92495,Pernambuco,CE
54178,Minas Gerais,PA
42696,Distrito Federal,AC
44306,Amapá,MS
76400,Acre,RO
46917,Paraíba,PE
38563,Rondônia,MT
79250,Distrito Federal,RS
95967,Alagoas,TO
